Disease,Protein
D011471,P32119
D017449,Q13162
D013274,P30044
D008175,P30041
D012128,P30041
D013274,Q5JRX3
D001321,P14222
D008228,P14222
D008113,Q7Z3G6
D016481,Q96E92
D013274,Q96E92
D020521,P54646
D018487,P54646
D013274,Q9Y478
D003480,P22694
D011471,P22694
D000312,Q96P62
D000505,Q96P62
D003480,Q96P62
D015473,Q96P62
D009765,Q96P62
D006333,Q75MP1
D009765,Q75MP1
D011141,Q7Z727
D001321,P05771
D015179,P05771
D003924,P05771
D013274,P05771
D005334,Q05655
D006973,Q05655
D020734,Q05655
D012640,Q05655
D015179,Q53RT0
D003928,Q53RT0
D008113,Q53RT0
D009203,Q53RT0
D019966,Q53RT0
D008607,P05129
D014277,P05129
D009765,Q9BVQ0
D019966,Q9BVQ0
D001321,P41743
D001172,Q04759
D016410,Q04759
D007938,Q05513
D011471,Q05513
D015179,Q1KKQ2
D015451,Q9BZL6
D002294,P78527
D006501,P78527
D011041,P78527
D011471,P78527
D006976,Q13976
D000568,Q5THQ0
D001321,Q5THQ0
D001919,Q5THQ0
D019970,Q5THQ0
D004715,Q5THQ0
D007172,Q5THQ0
D005334,Q5THQ0
D006177,Q5THQ0
D006333,Q5THQ0
D006966,Q5THQ0
D007006,Q5THQ0
D007022,Q5THQ0
D007247,Q5THQ0
D008180,Q5THQ0
D020734,Q5THQ0
D010698,Q5THQ0
D011470,Q5THQ0
D013375,Q5THQ0
D000022,Q8WWV7
D001321,Q8WWV7
D002277,Q8WWV7
D004715,Q8WWV7
D006966,Q8WWV7
D019970,Q96LA8
D000544,Q86XR1
D009103,Q86XR1
D009336,Q86XR1
D009362,Q86XR1
D011471,Q86XR1
D013274,Q86XR1
D002544,Q8J009
D006973,Q8J009
D018805,Q8J009
D013923,Q8J009
D013927,Q8J009
D020246,Q8J009
D003324,Q9UNN8
D007249,Q9UNN8
D010146,Q8TCW9
D001171,Q8J011
D012128,Q8J011
D013923,Q8J011
D013927,Q8J011
D003924,Q92786
D009362,Q92786
D013274,Q9UMS4
D019966,Q6IAP9
D020521,Q6P2Q9
D002289,Q9NZ81
D001281,P54821
D011471,P54821
D010195,Q86W20
D001749,Q8N2U3
D011471,Q16651
D012871,Q16651
D002294,Q9NRG1
D010051,Q9NRG1
D015464,P24158
D002289,Q9Y617
D000544,Q6F4C0
D000686,Q6F4C0
D002311,Q6F4C0
D000544,P49810
D002311,P49810
D001172,Q15238
D015470,Q8N4N4
D002277,P25789
D008113,P25789
D012128,P25789
D009203,Q9BZ93
D010003,P20618
D001749,P49721
D001281,Q6IBT1
D011471,Q9P2W1
D003924,Q15008
D002277,Q6FHU3
D009101,Q5SQ83
D003324,Q5T2Z1
D003424,P25105
D002277,P26599
D012516,P26599
D001932,Q13635
D002280,Q13635
D008527,Q13635
D010190,Q13635
D012208,Q13635
D001321,Q96NR3
D008607,Q96NR3
D001249,P60484
D001321,P60484
D001943,P60484
D002277,P60484
D002292,P60484
D004714,P60484
D016889,P60484
D006973,P60484
D008607,P60484
D007938,P60484
D008103,P60484
D008175,P60484
D008223,P60484
D008545,P60484
D009362,P60484
D010051,P60484
D010190,P60484
D011471,P60484
D012871,P60484
D008113,Q96BW5
D008545,Q96BW5
D001249,Q9Y5Y4
D002294,Q05C32
D004715,P43116
D007246,P43116
D004342,Q6TTN3
D013927,Q6TTN3
D004715,P35408
D007249,P35408
D008223,P35408
D013167,P35408
D013964,Q9H7Z7
D000402,Q71UN9
D004715,Q71UN9
D000022,Q6LEN2
D004374,Q6LEN2
D008175,Q6LEN2
D001172,Q6LCE7
D001943,Q6LCE7
D002277,Q6LCE7
D004342,Q6LCE7
D004938,Q6LCE7
D006333,Q6LCE7
D007676,Q6LCE7
D013276,Q6LCE7
D011125,Q9NNY7
D000690,Q9NNY7
D001145,Q9NNY7
D001172,Q9NNY7
D001321,Q9NNY7
D002545,Q9NNY7
D001943,Q9NNY7
D002056,Q9NNY7
D002100,Q9NNY7
D002277,Q9NNY7
D002292,Q9NNY7
D002294,Q9NNY7
D003110,Q9NNY7
D015179,Q9NNY7
D003324,Q9NNY7
D003866,Q9NNY7
D064420,Q9NNY7
D004381,Q9NNY7
D004487,Q9NNY7
D004715,Q9NNY7
D004938,Q9NNY7
D005334,Q9NNY7
D005764,Q9NNY7
D005902,Q9NNY7
D006333,Q9NNY7
D006973,Q9NNY7
D007249,Q9NNY7
D015212,Q9NNY7
D007674,Q9NNY7
D007676,Q9NNY7
D007680,Q9NNY7
D015451,Q9NNY7
D008180,Q9NNY7
D008545,Q9NNY7
D009059,Q9NNY7
D009362,Q9NNY7
D009369,Q9NNY7
D009765,Q9NNY7
D010003,Q9NNY7
D010190,Q9NNY7
D010195,Q9NNY7
D011471,Q9NNY7
D011629,Q9NNY7
D012640,Q9NNY7
D012871,Q9NNY7
D013226,Q9NNY7
D013274,Q9NNY7
D013276,Q9NNY7
D020521,Q9NNY7
D013927,Q9NNY7
D013964,Q9NNY7
D001748,Q9NNY7
D001749,Q9NNY7
D006333,P01270
D006934,P01270
D006973,P01270
D006996,P01270
D015663,P01270
D006961,Q0VGD7
D000022,Q53XY9
D001943,Q53XY9
D002100,Q53XY9
D002289,Q53XY9
D004487,Q53XY9
D006130,Q53XY9
D006934,Q53XY9
D009101,Q53XY9
D010014,Q53XY9
D010190,Q53XY9
D011471,Q53XY9
D006083,P35237
D012769,P35237
D001172,Q05397
D001281,Q05397
D002294,Q05397
D005909,Q05397
D000544,Q14289
D008545,Q14289
D013226,Q14289
D008175,Q9NYD3
D012208,Q9NYD3
D002277,P21246
D013274,Q86YD1
D013274,Q68CR8
D003924,P18031
D006689,P18031
D006973,P18031
D007249,P18031
D009765,P18031
D002294,Q96I26
D007938,Q96I26
D015470,Q96I26
D015473,Q96I26
D009447,Q96I26
D015179,Q05209
D002280,Q6PJC3
D009447,Q6PJC3
D001172,P17706
D003093,P17706
D003424,P17706
D001172,Q9Y2R2
D001327,Q9Y2R2
D015212,Q9Y2R2
D008180,Q9Y2R2
D001172,Q9H3X6
D011471,Q9H3X6
D001289,Q3KPI9
D001943,Q3KPI9
D015179,Q3KPI9
D012148,Q3KPI9
D006333,P10586
D013274,P10586
D013274,Q86TJ8
D015179,Q12913
D008545,Q86WJ2
D011471,Q86WJ2
D008113,Q92729
D008545,Q92729
D011471,Q9Y3E5
D011565,Q6IAL9
D012871,P26022
D008654,Q9UHX1
D009336,Q9UHX1
D004827,Q56A79
D013274,Q9Y606
D001714,P20472
D002292,P20472
D011618,P20472
D012559,P20472
D012640,P20472
D015470,P15151
D011471,P15151
D015470,Q96GF5
D001172,Q32NE9
D008180,Q32NE9
D002289,Q9BTK0
D009362,Q9BTK0
D002289,Q9ULZ3
D018288,Q9ULZ3
D002294,Q9ULZ3
D015179,Q9ULZ3
D007674,Q9ULZ3
D008175,Q9ULZ3
D013274,Q9ULZ3
D001249,Q6K0P9
D011471,Q6K0P9
D000544,P10082
D000855,P10082
D003967,P10082
D009765,P10082
D014839,P10082
D011471,P47897
D017449,Q16769
D015451,Q16769
D008545,Q16769
D001171,Q9Y2K5
D001321,Q9BXF6
D009765,Q9UL25
D001749,Q6IAS8
D017449,Q13637
D001321,Q96DA2
D004827,Q96DA2
D008607,Q96DA2
D006130,P0C0E4
D011471,P61018
D001172,P61006
D010190,Q5HYI8
D002311,P63000
D006333,P63000
D008545,P63000
D009362,P63000
D018487,P63000
D015470,P15153
D008223,P15153
D008545,P15153
D015470,Q9Y6Q9
D002294,P63244
D013274,P54725
D007248,Q5W0S5
D011471,Q5W0S5
D001249,Q32P42
D001943,Q9NZG9
D006258,Q9NZG9
D001943,Q7KZJ0
D010051,Q7KZJ0
D010051,Q7Z790
D002294,Q5DR82
D008175,Q5DR82
D015179,Q9Y620
D008228,Q9Y620
D001943,Q92698
D008228,Q92698
D001943,P04049
D002289,P04049
D002311,P04049
D007680,P04049
D008113,P04049
D008175,P04049
D011471,P04049
D011471,Q9BYY2
D001008,Q7Z5J4
D006130,Q7Z5J4
D008607,Q7Z5J4
D008545,Q7Z5J4
D009765,Q7Z5J4
D011595,Q7Z5J4
D006973,Q15311
D011471,Q15311
D001749,Q5JT61
D001943,Q86SE5
D002277,P62826
D010003,P62826
D007680,P43487
D013274,Q6VN20
D015473,Q5T3T1
D008545,Q5T3T1
D010190,Q5T3T1
D013964,Q5T3T1
D001172,P10114
D058186,Q569L6
D009765,Q569L6
D012282,Q569L6
D001327,Q13702
D001943,Q6I9R7
D015473,Q6I9R7
D001943,Q86UC5
D002294,Q86UC5
D004715,Q86UC5
D006258,Q86UC5
D008175,Q86UC5
D013274,Q86UC5
D013274,P49788
D011225,Q99969
D002277,Q7Z4M2
D002280,Q7Z4M2
D002294,Q7Z4M2
D008545,Q15283
D013274,Q6P4F9
D011471,Q9Y272
D004409,Q8IUU5
D008180,Q8IV61
D015179,Q6T310
D004715,Q6T310
D002289,Q1W2K8
D015212,Q1W2K8
D008175,Q1W2K8
D008527,Q1W2K8
D008654,Q1W2K8
D001745,Q1W2K8
D001749,Q1W2K8
D007680,Q8TEK8
D009447,Q8TEK8
D008545,Q9Y2V3
D002545,Q92728
D001943,Q92728
D002277,Q92728
D002280,Q92728
D002289,Q92728
D018288,Q92728
D009362,Q92728
D012516,Q92728
D010190,Q92728
D054198,Q92728
D011471,Q92728
D001749,Q92728
D001943,Q8TDY2
D012559,Q8TDY2
D001321,Q9NWB1
D012640,Q9NWB1
D015451,Q08999
D010051,Q08999
D011618,Q5JX62
D001281,Q5T481
D001943,Q9H5V0
D015179,Q9H0Z9
D002289,Q6IRX3
D002277,P29374
D013274,P29374
D001327,P10745
D014605,P10745
D000022,Q5VY30
D001943,Q5VY30
D002277,Q5VY30
D006333,Q5VY30
D007674,Q5VY30
D009336,Q5VY30
D013274,Q5VY30
D001172,Q06330
D004715,Q06330
D009103,Q06330
D001172,P53805
D006816,P53805
D008175,Q96BL1
D002277,Q15293
D010003,Q96D15
D003110,Q9UKL0
D009336,Q8NBN7
D012640,Q8WVC0
D002289,Q6P9E2
D003110,Q6P9E2
D005909,Q6P9E2
D009362,Q6P9E2
D001943,P46063
D001281,Q9H902
D001281,Q8WV73
D001321,Q8WV73
D006973,Q6UW15
D013274,Q9BYZ8
D001172,Q04864
D006689,Q04864
D011565,Q04864
D014202,Q04864
D002545,Q96F54
D001932,Q96F54
D001943,Q96F54
D002292,Q96F54
D003093,Q96F54
D003110,Q96F54
D003424,Q96F54
D003556,Q96F54
D003924,Q96F54
D003925,Q96F54
D003928,Q96F54
D006973,Q96F54
D007676,Q96F54
D008105,Q96F54
D009447,Q96F54
D013274,Q96F54
D013345,Q96F54
D000544,Q75MM8
D001321,Q75MM8
D001714,Q75MM8
D003866,Q75MM8
D012559,Q75MM8
D001477,Q693B1
D064420,Q693B1
D006333,Q693B1
D006470,Q693B1
D006973,Q693B1
D006974,Q693B1
D007022,Q693B1
D007674,Q693B1
D008103,Q693B1
D009203,Q693B1
D011565,Q693B1
D013375,Q693B1
D002311,P51606
D001943,Q8NFH8
D012640,Q13127
D018276,Q9UQV8
D015179,Q9UQV8
D010673,Q9UQV8
D013226,Q9UQV8
D013964,Q9UQV8
D003924,Q9HD89
D006333,Q9HD89
D007676,Q9HD89
D015473,Q9HD89
D003110,P41440
D012516,P41440
D011471,Q969G6
D012871,P48380
D008545,Q8HWS3
D011471,Q8HWS3
D001172,Q6NW40
D011471,Q6NW40
D007674,Q15493
D008103,Q15493
D017449,Q08116
D012516,Q08116
D012871,Q08116
D012559,Q8WX96
D001943,Q49A86
D006973,Q49A86
D015470,Q49A86
D013274,Q49A86
D004715,P49798
D008607,Q5T3H5
D020521,Q5T3H5
D004409,Q4QRI4
D012559,Q4QRI4
D010190,Q8TEB9
D019966,Q9Y3P4
D002289,Q6NZ61
D000014,P61586
D000505,P61586
D002277,P61586
D019970,P61586
D016410,P61586
D013274,P61586
D013375,P61586
D001749,P61586
D009362,Q5JR08
D003110,Q9H4E5
D011471,Q9BWJ2
D015179,Q8IUC4
D001943,Q9H4K1
D001943,Q9NPQ8
D001321,Q3ZCW0
D001714,Q3ZCW0
D008545,Q13671
D008175,Q8IUF8
D011471,Q9NVW2
D011471,P04090
D001943,Q9NWS8
D001249,P12724
D016905,P12724
D016908,P12724
D011471,P34096
D011471,Q1RLL8
D011565,Q9Y508
D001943,Q9Y4L5
D011471,Q2HIY3
D006130,Q8IUD6
D002292,Q8WU17
D016889,Q7Z419
D002289,Q8IYW5
D002294,Q8IYW5
D001943,Q8N6D2
D015179,Q8N6D2
D009103,Q3ZCS9
D011471,Q96EP0
D003110,Q969K3
D015179,Q68DV7
D016889,Q68DV7
D011471,Q68DV7
D013274,Q68DV7
D003924,Q9Y252
D004938,Q9Y252
D001321,Q2M1J3
D008175,Q2M1J3
D011471,Q2M1J3
D001321,Q9HCK4
D011471,Q9HCK4
D001321,Q96HH0
D001321,Q8WZ75
D015473,Q49AA3
D006333,Q14DU5
D001943,Q01973
D009362,Q01973
D001321,P35398
D013274,P35398
D004715,Q58EY0
D007249,Q6I9R9
D002289,Q5H8Y1
D008545,Q5H8Y1
D012141,Q9HD28
D005128,Q68CZ1
D007674,Q68CZ1
D001321,Q9GZW2
D011471,Q9GZW2
D011471,Q5VVD0
D011471,P30050
D013274,Q6NZ55
D002292,Q6IPH7
D010300,Q6IPH7
D013274,P61313
D013274,Q0QEW2
D001943,P62750
D010300,P62750
D002277,Q9NY85
D001943,P62899
D001281,Q92901
D018805,P36578
D002277,Q8TBK5
D010300,Q8TBK5
D018805,Q53Z07
D001943,P05387
D011471,Q5JYR7
D008545,Q5VUC9
D011471,Q5VT52
D004938,Q9NS64
D002277,Q15372
D009503,Q15372
D013274,P62841
D011471,P39019
D013274,P39019
D001281,Q9BSW5
D013274,Q9BYK2
D013274,Q75MH1
D008545,Q9NQS8
D001943,Q96IR1
D001943,Q96DV6
D013274,Q96DV6
D001714,Q15349
D009362,Q8TDJ4
D006973,Q4G0X7
D001943,Q9BRS0
D001943,P62081
D001943,Q5JR95
D010300,Q5JR95
D014029,Q8N122
D001943,P55042
D002289,P55042
D011471,P10301
D002289,P23921
D015179,P31350
D007674,Q7LG56
D006333,Q8WXG1
D001943,Q9BXY4
D008175,Q9NZ71
D019966,Q6ICC9
D012559,Q6IPN0
D012559,Q9BZR6
D008113,Q9BQQ7
D012871,Q7L099
D001172,Q2TAM6
D005909,Q2TAM6
D015470,Q2TAM6
D054198,Q2TAM6
D011471,Q2TAM6
D015470,Q71VC3
D001172,Q32MY8
D001943,Q32MY8
D019970,Q32MY8
D010003,Q32MY8
D012516,Q32MY8
D013375,Q32MY8
D004938,Q13761
D005909,Q13761
D015470,Q13761
D008175,Q13761
D011565,Q13761
D013167,Q13761
D013274,Q13761
D004715,Q9HBX9
D011471,Q6P3U7
D013964,Q6P3U7
D001943,Q5STP9
D013274,Q5STP9
D002292,Q8WYM8
D008305,Q8WYM8
D001145,Q92736
D017180,Q92736
D003866,Q6FGE5
D015470,Q6FGE5
D008527,Q6FGE5
D003110,P26447
D008527,P26447
D008545,P26447
D009362,P26447
D010003,P26447
D012128,P26447
D002277,P06703
D003924,P06703
D008527,P06703
D011565,P31151
D003876,P05109
D015470,P05109
D003110,P06702
D012128,P06702
D019958,P04271
D001714,P04271
D001929,P04271
D001932,P04271
D006501,P04271
D009203,P04271
D002277,P21453
D012595,Q9H228
D019966,Q8WW19
D011471,Q5K651
D012559,Q9UHR5
D018357,Q0D2N8
D003324,Q5T5C7
D017449,Q2TM25
D009765,Q2TM25
D015179,Q9UPW6
D011471,Q769H0
D001321,Q7Z6I4
D001321,Q8TAC9
D002277,Q8WTV0
D002292,Q8WTV0
D019970,Q8WTV0
D007676,Q8WTV0
D015179,P05408
D008527,P05408
D007249,P11684
D012120,P11684
D004715,Q96QR1
D001249,Q2L6B3
D001281,Q96GD3
D001281,Q9Y5Y9
D006327,Q9Y5Y9
D014693,Q9Y5Y9
D004827,P35498
D008607,P35498
D003294,P35498
D001321,Q99250
D001714,Q99250
D004827,Q99250
D003294,Q99250
D001281,Q8WWN6
D017180,Q8WWN6
D016171,Q8WWN6
D001321,Q01118
D004827,Q9P2Q6
D008607,Q9P2Q6
D013226,Q9P2Q6
D014202,Q9P2Q6
D011537,Q53QP0
D003550,Q6UP09
D006973,Q6UP09
D011225,Q6UP09
D003550,Q8WY57
D006973,Q8WY57
D011656,Q8WY57
D003550,Q6LCK6
D006973,Q6LCK6
D007022,Q6LCK6
D010003,Q12765
D013274,Q12765
D001321,P09683
D003924,Q8IV17
D002289,P31431
D000022,Q9HCN8
D003424,Q9HCN8
D011471,Q9HCN8
D012559,Q9BRK5
D002311,Q0QF12
D010003,Q0QF12
D010673,Q70SX8
D010003,Q15436
D006130,Q5HYY5
D008175,Q93073
D001281,Q5TI75
D002545,Q5TI75
D017449,Q5TI75
D003876,Q5TI75
D006937,Q5TI75
D009103,Q5TI75
D014581,Q5TI75
D015179,Q9H8A8
D008175,Q9H8A8
D010051,Q9H8A8
D011618,Q9H8A8
D012559,Q9H8A8
D013274,Q9H8A8
D002277,P49908
D015179,P49908
D004715,P49908
D007248,P49908
D008175,P49908
D011471,P49908
D002289,Q9BQE4
D007249,Q9BQE4
D011471,Q9BQE4
D004827,P63302
D009203,Q8WW79
D003866,Q8N1E9
D006967,Q8N1E9
D006973,Q8N1E9
D013927,Q8N1E9
D002294,Q6ZVN7
D016889,Q6PI51
D009447,Q6PI51
D016889,Q13275
D001321,Q13591
D019966,Q8NFY4
D001161,Q9P0U3
D014657,Q9P0U3
D012640,Q9HC62
D011471,Q9GZR1
D005909,Q6ZU15
D012128,Q99719
D015470,Q9UHD8
D013274,Q8NC51
D011471,Q5H936
D058186,P01009
D001008,P01009
D001161,P01009
D001714,P01009
D064420,P01009
D006470,P01009
D007003,P01009
D008103,P01009
D008175,P01009
D009362,P01009
D011656,P01009
D013274,P01009
D014657,P01009
D020246,Q9UK55
D011471,P01011
D008103,P08185
D011471,Q4VAX6
D001943,P05120
D013274,P05120
D000022,P29508
D002294,P29508
D004938,P29508
D001943,P36952
D003110,P36952
D015179,P36952
D009362,P36952
D011565,P50452
D001778,Q8TCE1
D009404,Q8TCE1
D012128,Q8TCE1
D013927,Q8TCE1
D020246,Q8TCE1
D001321,P05121
D003928,P05121
D006333,P05121
D006973,P05121
D007676,P05121
D008113,P05121
D009404,P05121
D009765,P05121
D011225,P05121
D011471,P05121
D013274,P05121
D013927,P05121
D003320,P36955
D003925,P36955
D011471,P36955
D014605,P36955
D008103,Q5UGI6
D008175,Q5UGI6
D008103,P50454
D012128,P50454
D003110,Q53GC0
D015179,P58004
D011471,P58005
D009336,Q5VXV3
D001943,Q9Y6X0
D008607,Q9Y6X0
D001943,Q9BYW2
D002292,Q9BYW2
D007938,Q9BYW2
D011471,Q9BYW2
D008545,Q15047
D011471,Q15047
D001321,Q6UXD5
D008545,Q14820
D015451,Q7Z497
D011471,Q7Z497
D002294,Q9Y3B8
D004938,Q9Y3B8
D012871,Q9BSV4
D001943,Q6ZSL4
D015179,Q6ZSL4
D015212,Q6ZSL4
D001943,Q96HF1
D002292,Q96HF1
D015179,Q96HF1
D015212,Q96HF1
D015179,Q6FHJ7
D003924,Q6FHJ7
D001943,Q5T4F7
D015179,Q5T4F7
D008175,P07988
D008175,Q5T0M2
D015179,Q9H9B4
D001281,Q16586
D010003,Q13326
D012871,Q08AT0
D002277,Q7Z3I4
D003929,Q7Z3I4
D015470,Q7Z3I4
D001145,Q5FBB7
D009765,Q9NRF2
D003324,Q96BA5
D007249,Q96BA5
D008180,Q96BA5
D009203,Q96BA5
D020521,Q96BA5
D015470,Q9BWP4
D003110,Q5JPT2
D001281,Q5TCZ1
D020521,Q5TCZ1
D015179,Q6NVH2
D001008,Q9Y566
D001321,Q9Y566
D002292,Q9Y566
D001321,Q24JS4
D001714,Q24JS4
D008607,Q24JS4
D001321,Q6P5A2
D008607,Q6P5A2
D012559,Q6P5A2
D003872,Q6PJD5
D000437,P04278
D002311,P04278
D003924,P04278
D007172,P04278
D011471,P04278
D008103,Q5T188
D001943,P34896
D064420,P34896
D008228,P34896
D002289,Q5BJF5
D001327,Q9HAT2
D008175,Q24JR2
D000690,Q5T1J1
D019970,Q5T1J1
D012640,Q5T1J1
D001171,P57059
D002311,P57059
D011471,Q9H173
D001943,P81133
D008607,Q96ST3
D008545,Q96FS4
D058186,Q96EB6
D001281,Q96EB6
D001327,Q96EB6
D001932,Q96EB6
D001943,Q96EB6
D003924,Q96EB6
D006333,Q96EB6
D009362,Q96EB6
D009765,Q96EB6
D012516,Q96EB6
D011014,Q96EB6
D011018,Q96EB6
D011471,Q96EB6
D012595,Q96EB6
D013927,Q96EB6
D018487,Q96EB6
D002294,Q9NTG7
D009765,Q9NTG7
D018487,Q8N6T7
D012595,Q9NRC8
D016889,Q15475
D007674,Q8TBA2
D010051,Q86WV1
D001014,Q7Z462
D012871,P12757
D008527,Q13309
D009369,Q13309
D010051,Q13309
D006509,Q14973
D019966,Q12908
D001943,Q3KNW5
D058186,Q9HBK0
D001171,Q9HBK0
D001172,Q9HBK0
D003093,Q9HBK0
D003424,Q9HBK0
D003876,Q9HBK0
D005512,Q9HBK0
D015212,Q9HBK0
D007898,Q9HBK0
D008585,Q9HBK0
D009103,Q9HBK0
D014376,Q9HBK0
D008113,P49281
D002277,Q53ZR1
D004827,Q53ZR1
D004833,Q53ZR1
D006973,Q53ZR1
D011471,Q53ZR1
D006973,P55017
D007674,P55017
D004827,Q9H2X9
D004833,Q9H2X9
D012640,Q9H2X9
D013226,Q9H2X9
D001749,Q9Y666
D008103,Q9UKG4
D008545,Q86UE9
D008180,Q8N697
D003110,Q5T8R5
D008103,Q06495
D008545,Q9NRA2
D012640,Q9P2U7
D010300,Q05940
D020734,Q05940
D001321,P41440
D003110,P41440
D015179,P41440
D064420,P41440
D054198,P41440
D001749,P41440
D004715,P43005
D004827,P43005
D004833,P43005
D012559,P43005
D012640,P43005
D000690,P43004
D019970,P43004
D003924,P43004
D004827,P43004
D013274,P43004
D001321,Q8N169
D004827,Q8N169
D010190,Q71UA6
D004715,Q8WUM9
D002289,Q63ZE4
D005909,Q63ZE4
D010051,Q63ZE4
D058186,Q19PG1
D015179,Q8IZD6
D001943,Q96BI1
D008175,Q96BI1
D007674,Q5T7Q5
D009765,Q5T7Q5
D011041,Q5T7Q5
D058186,Q8N4F4
D003924,Q9NQC0
D009765,Q9NQC0
D011471,Q9NQC0
D019966,Q9NQC0
D001172,Q9H015
D008103,Q8TCC7
D002277,Q9UBX3
D012128,Q6IBH0
D008545,Q8N413
D004427,P50443
D006042,Q75MC7
D011471,Q75MC7
D012559,Q8TE54
D012559,Q96RN1
D001281,Q9Y2P4
D006816,Q99808
D010190,Q99808
D015614,Q9BZD2
D007006,Q9BZD2
D001943,P11166
D002292,P11166
D003110,P11166
D003924,P11166
D008607,P11166
D008113,P11166
D010003,P11166
D010051,P11166
D012640,P11166
D001943,Q8TDC7
D019966,Q86X07
D010300,Q8TDB8
D001943,Q6PAU8
D003924,Q6PAU8
D001171,P11169
D017449,P11169
D000544,P14672
D003924,P14672
D001943,P22732
D006073,Q9NRM0
D012640,Q96KD7
D008103,Q1RMY7
D010300,Q1RMY7
D020734,Q1RMY7
D000544,Q6NXT4
D004938,Q8NEW0
D003924,Q8IWU4
D006976,Q6P708
D008607,Q6P708
D009336,Q6P708
D011471,Q6P708
D006934,Q86VN6
D001281,Q5T1Q4
D008545,Q8TBE7
D010300,Q96QD8
D008113,Q8NBW4
D011471,Q6IAD8
D008545,Q504Y0
D009362,Q6P5W5
D001943,Q13433
D009362,Q13433
D008175,P08195
D001321,Q4PNE6
D004715,Q4PNE6
D008113,Q4PNE6
D002280,Q9UMX9
D002294,Q9UMX9
D008545,Q9UMX9
D019966,Q9UMX9
D007674,Q96FL8
D006402,P02730
D008288,P02730
D004827,Q53SB3
D008607,Q53SB3
D019586,Q53SB3
D008105,Q9UEY6
D011471,Q9UEY6
D005901,Q9Y6R1
D008105,Q86UW1
D008105,Q86UW2
D001714,P53794
D002292,P53794
D003324,P53794
D001943,Q92911
D007680,Q92911
D008545,Q92911
D009369,Q92911
D010051,Q92911
D011471,Q92911
D013964,Q92911
D003110,Q8N695
D008113,Q8N755
D000690,P30531
D004827,P30531
D012559,P30531
D012640,P30531
D013375,P30531
D008545,P48066
D006973,Q9BYZ7
D006973,Q9BW84
D012640,Q9BW84
D008654,Q9NP91
D000437,Q9Y610
D000430,Q9Y610
D001008,Q9Y610
D001289,Q9Y610
D019970,Q9Y610
D003704,Q9Y610
D010300,Q9Y610
D012559,Q9Y610
D012893,Q9Y610
D000437,Q9NYN7
D001008,Q9NYN7
D001321,Q9NYN7
D001714,Q9NYN7
D019970,Q9NYN7
D003866,Q9NYN7
D006976,Q9NYN7
D009771,Q9NYN7
D012559,Q9NYN7
D019966,Q9NYN7
D013375,Q9NYN7
D001049,Q4VAM6
D001321,P48029
D011471,Q5JR49
D009362,Q4W5A5
D017449,Q2MCL6
D008175,Q2MCL6
D004715,Q9UHI5
D007674,P82251
D012640,Q4QQH3
D013226,Q4QQH3
D012640,P57103
D013226,P57103
D004487,P19634
D006333,P19634
D010146,P19634
D004487,Q9UBY0
D003967,P48764
D004487,P48764
D007022,P48764
D003704,Q9Y2E8
D001321,Q8IVB4
D001281,Q4ZJI4
D001943,Q7Z4M3
D064420,Q7Z4M3
D003110,Q6NSD0
D015179,Q6NSD0
D008175,Q6NSD0
D015179,Q92959
D064420,Q92959
D004833,Q4W5N0
D015473,Q4W5N0
D005879,Q96PX8
D009771,Q4QQH1
D019966,Q9H2G2
D019970,Q15797
D013375,Q15797
D001014,P84022
D001171,P84022
D019970,P84022
D015179,P84022
D003424,P84022
D008103,P84022
D010003,P84022
D014594,P84022
D015179,Q9BYG6
D010190,Q9BYG6
D013274,Q9BYG6
D019970,Q68DB7
D003924,Q68DB7
D013375,Q68DB7
D011471,Q86UA8
D000690,Q9HBD4
D018288,Q9HBD4
D019970,Q9HBD4
D010051,Q9HBD4
D012509,Q9HBD4
D011471,Q9H4L7
D008175,Q58EY4
D009503,Q92925
D004827,Q6P2R1
D001749,Q6P2R1
D001749,Q8NDV3
D008175,Q7Z2X1
D003924,Q4W5P6
D001932,Q9NWM0
D002280,Q9NWM0
D007247,Q9NWM0
D015473,Q9NWM0
D020521,Q5TE25
D007674,Q8TEY3
D007938,Q9NY59
D004715,Q92484
D001172,P52788
D019970,Q9HCE7
D013375,Q9HCE7
D004938,Q05C86
D001714,P60880
D003866,P60880
D003924,P60880
D004827,P60880
D011618,P60880
D002289,Q5SQN1
D000437,Q4W5L2
D019970,Q4W5L2
D005776,Q4W5L2
D006333,Q4W5L2
D010300,Q4W5L2
D020734,Q4W5L2
D001943,Q6FHG5
D002277,Q6FHG5
D001321,Q7KZF4
D008175,Q7KZF4
D001281,Q8WVK2
D013274,Q9UIS4
D002277,P62318
D001321,P63162
D013226,Q29RY0
D001321,Q9NY99
D008113,Q8N5Z3
D008607,Q5JRQ0
D001943,Q86XE0
D013274,Q6P5V6
D017449,Q4JHT5
D016889,Q6FI39
D058186,P00441
D000690,P00441
D001249,P00441
D002545,P00441
D003866,P00441
D003924,P00441
D064420,P00441
D005221,P00441
D006333,P00441
D006973,P00441
D007022,P00441
D007249,P00441
D009203,P00441
D009336,P00441
D009765,P00441
D010051,P00441
D010300,P00441
D011833,P00441
D013119,P00441
D020521,P00441
D001749,P00441
D011125,Q7Z7M7
D000544,Q7Z7M7
D000690,Q7Z7M7
D001172,Q7Z7M7
D001327,Q7Z7M7
D002545,Q7Z7M7
D001932,Q7Z7M7
D001943,Q7Z7M7
D002277,Q7Z7M7
D002289,Q7Z7M7
D002292,Q7Z7M7
