Disease,Disease,Similarity
D009084,D017241,0.31298
D009084,D020754,0.20283
D009084,D000083242,0.20591
D009084,D056735,0.242
D009084,D010001,0.27168
D009084,C566578,0.21765
D009084,C566530,0.28381
D009084,D009223,0.34235
D009084,D011546,0.20484
D009084,D000755,0.28668
D009084,D052456,0.21201
D009084,D052496,0.32823
D009084,D007039,0.2311
D009084,D004831,0.21655
D009084,D008180,0.20849
D009084,C535581,0.23197
D009084,D020158,0.24699
D009084,D056693,0.38345
D009084,C535500,0.25258
D009084,D018192,0.20699
D009084,D056735,0.3194
D009084,D001321,0.29858
D009084,D020325,0.21441
D009084,D020326,0.20384
D009084,D020325,0.27349
D009084,D020326,0.22715
D009084,D052537,0.39974
D009084,C536119,0.34242
D009084,C565811,0.20265
D009084,C562694,0.20351
D009084,D017681,0.35118
D009084,D001321,0.25788
D009084,C535499,0.2445
D009084,C564274,0.2288
D009084,D015464,0.22175
D009084,D020817,0.21131
D009084,D001321,0.30814
C537480,D030981,0.30148
C537480,C531617,0.32181
C537480,D017488,0.25196
C537480,D002311,0.30687
C537480,D002607,0.25565
C537480,D002607,0.25287
C537480,C562509,0.21859
C537480,D007644,0.21908
C537480,D004387,0.2023
C537480,C538007,0.23254
C537480,D003966,0.25091
C537480,D004916,0.28278
C537480,C563167,0.25791
C537480,D020386,0.21902
C537480,D010003,0.21417
C537480,D006816,0.2604
C537480,D011546,0.2132
C537480,D012021,0.2929
C537480,C535694,0.24963
C537480,D015417,0.27594
C537480,C537156,0.23884
C537480,D018979,0.42294
C537480,D052496,0.25942
C537480,D008180,0.28536
C537480,C535695,0.30168
C537480,C535696,0.31324
C537480,D049310,0.56977
C537480,D009220,0.36374
C537480,D009223,0.26394
C537480,D020754,0.26665
C537480,D010003,0.21653
C537480,D010024,0.20497
C537480,C563476,0.34977
C537480,D020967,0.38991
C537480,D007690,0.20515
C537480,C566757,0.22395
C537480,D000141,0.21337
C537480,D012175,0.21305
C537480,D001172,0.21043
C537480,D002607,0.25925
C537480,D012559,0.24009
C537480,D058496,0.27687
C537480,D016750,0.26578
C537480,C536545,0.29473
C537480,D004314,0.21913
C537480,C536353,0.29017
C537480,D000326,0.22177
C537480,D009472,0.26435
C537480,C535387,0.27754
C537480,D001321,0.20379
C537480,C565881,0.26057
C537480,C536778,0.28591
C537480,C538280,0.28004
C537480,D003554,0.20941
C537480,C565557,0.25169
C537480,C535758,0.20519
C537480,C565498,0.35557
C537480,C537153,0.20181
C537480,D013132,0.30644
C537480,D017240,0.39862
C537480,C537480,1
C537480,D009157,0.24642
C537480,D020194,0.24156
C537480,D009224,0.41284
C537480,D009224,0.34048
C537480,D010009,0.20558
C537480,C536420,0.22527
C537480,D020176,0.2298
C537480,C562794,0.25184
C537480,D000326,0.23618
C537480,D020388,0.36153
C537480,D056889,0.27062
C537480,D056889,0.23636
C537480,D006467,0.25659
C537480,D053098,0.23516
C537480,D020388,0.28806
C537480,D017241,0.25473
C537480,C564015,0.22752
C537480,C566652,0.22264
C537480,D009223,0.33422
C537480,D052456,0.20794
C537480,D052496,0.23097
C537480,D056693,0.20315
C537480,D012148,0.21674
D009157,D013167,0.23535
D009157,D020181,0.23536
D009157,D001327,0.2426
D009157,D001528,0.21651
D009157,D002311,0.20666
D009157,D002607,0.23364
D009157,D002607,0.24395
D009157,D003924,0.20893
D009157,D009103,0.26609
D009157,D003966,0.24187
D009157,D005198,0.21431
D009157,D020386,0.22481
D009157,D018310,0.23214
D009157,D050031,0.30267
D009157,D011546,0.26668
D009157,C535694,0.2835
D009157,C537156,0.22346
D009157,D007873,0.21505
D009157,C535695,0.23682
D009157,C535696,0.24724
D009157,D015493,0.21067
D009157,D009220,0.35267
D009157,D009223,0.25087
D009157,C563534,0.22789
D009157,C562889,0.20842
D009157,C563498,0.22221
D009157,C563476,0.25996
D009157,D010235,0.20394
D009157,D020967,0.29661
D009157,D011218,0.22459
D009157,C536961,0.21457
D009157,D000141,0.23065
D009157,D001172,0.22271
D009157,D020754,0.21471
D009157,D016750,0.41268
D009157,D013285,0.20754
D009157,D013700,0.21575
D009157,C572845,0.33015
D009157,D000077273,0.20245
D009157,D004314,0.21247
D009157,D000326,0.2062
D009157,D038261,0.24244
D009157,C535387,0.23637
D009157,D001260,0.21767
D009157,D008175,0.20133
D009157,C538280,0.21916
D009157,D003554,0.23906
D009157,D003922,0.21799
D009157,C565557,0.2237
D009157,D005776,0.22003
D009157,C535758,0.24677
D009157,C565498,0.2738
D009157,D000075262,0.30259
D009157,C537153,0.20471
D009157,D013132,0.29717
D009157,D017240,0.3598
D009157,C537480,0.24642
D009157,D009157,1
D009157,D009224,0.29536
D009157,D009224,0.25567
D009157,D009230,0.28099
D009157,D044903,0.22087
D009157,D009447,0.26482
D009157,D053579,0.24361
D009157,C562688,0.21517
D009157,D015212,0.20051
D009157,D016111,0.20406
D009157,D006111,0.31452
D009157,D020176,0.22767
D009157,C562794,0.20688
D009157,D020915,0.20502
D009157,D000326,0.20843
D009157,D020388,0.24831
D009157,D053098,0.25635
D009157,D020388,0.22542
D009157,D016649,0.26739
D009157,D017241,0.20882
D009157,C535697,0.20542
D009157,D044903,0.20766
D009157,C566603,0.20316
D009157,D010001,0.20476
D009157,D009223,0.26548
D009157,D006111,0.22363
D009157,C565798,0.20649
D009157,D056693,0.22957
D009157,D018192,0.22261
D009157,C564296,0.20798
D009157,D013967,0.21474
D009157,D013967,0.23674
D009157,D013967,0.24324
D009157,D013967,0.24265
D009157,D015464,0.22874
D009182,D000544,0.21937
D009182,D054179,0.32603
D009182,D002538,0.23941
D009182,D015451,0.20351
D009182,D002051,0.24259
D009182,C536691,0.23843
D009182,C565054,0.21844
D009182,D018442,0.37984
D009182,D006392,0.30735
D009182,D002292,0.204
D009182,D012514,0.24219
D009182,D007948,0.22467
D009182,D015451,0.31935
D009182,C535323,0.23408
D009182,D008258,0.39879
D009182,D015493,0.23873
D009182,D000752,0.44993
D009182,D013922,0.23911
D009182,D000744,0.2153
D009182,C535765,0.35022
D009182,C565617,0.27671
D009182,D005776,0.24372
D009182,D006689,0.4639
D009182,D006646,0.22055
D009182,C565441,0.21911
D009182,C565429,0.21787
D009182,D009182,1
D009182,D055728,0.2209
D009182,D009101,0.36083
D009182,D008228,0.39289
D009182,D014898,0.22375
D009182,D000361,0.20262
D009182,D015470,0.30831
D009182,D056735,0.20945
D009182,D004915,0.25778
D009182,D008228,0.51831
D009182,D015464,0.23195
D055728,D029503,0.21624
D055728,C565054,0.24842
D055728,D018442,0.2767
D055728,D006392,0.23442
D055728,D012514,0.20159
D055728,D007948,0.21093
D055728,D015451,0.24258
D055728,C535323,0.25092
D055728,D008258,0.22357
D055728,D012507,0.20639
D055728,D000756,0.25421
D055728,D013922,0.30862
D055728,D016553,0.21595
D055728,C567144,0.26475
D055728,C535933,0.20194
D055728,C535765,0.24152
D055728,C565617,0.24402
D055728,D005776,0.2055
D055728,D005776,0.21936
D055728,D001606,0.22012
D055728,D006689,0.24378
D055728,D006646,0.28401
D055728,C565429,0.21944
D055728,D009182,0.2209
D055728,D055728,1
D055728,D054078,0.21329
D055728,D008228,0.34273
D055728,D008232,0.23519
D055728,D000361,0.20965
D055728,D015470,0.22941
D055728,D056735,0.21828
D055728,D004915,0.21832
D055728,D008228,0.33557
D055728,D017681,0.23946
D055728,D015464,0.21305
D009101,D000544,0.27256
D009101,D054179,0.35806
D009101,D013167,0.21072
D009101,C531622,0.20773
D009101,D001327,0.33512
D009101,D001528,0.25001
D009101,D008105,0.20225
D009101,D002051,0.27633
D009101,D001943,0.25136
D009101,D002311,0.23735
D009101,D002349,0.30416
D009101,D002607,0.20271
D009101,D002607,0.20139
D009101,D046349,0.29191
D009101,C565100,0.23321
D009101,D003924,0.2207
D009101,D009103,0.26897
D009101,D003966,0.21709
D009101,D004916,0.22032
D009101,D005258,0.22464
D009101,D013274,0.25105
D009101,D005902,0.2285
D009101,D050031,0.24032
D009101,D006938,0.21455
D009101,D002292,0.20853
D009101,D000075222,0.24629
D009101,D007873,0.23776
D009101,D015451,0.50371
D009101,D008180,0.26186
D009101,C535323,0.2728
D009101,D008258,0.48192
D009101,C562479,0.27659
D009101,C537152,0.21287
D009101,D015493,0.27211
D009101,D009223,0.23209
D009101,D000077274,0.29266
D009101,C562889,0.25922
D009101,D005922,0.25102
D009101,D000752,0.5143
D009101,D017118,0.21452
D009101,D017119,0.21919
D009101,D011218,0.2021
D009101,D011371,0.20092
D009101,D011565,0.21613
D009101,D006976,0.2138
D009101,D000141,0.26269
D009101,D012175,0.23392
D009101,D001172,0.37362
D009101,D012507,0.23706
D009101,D018288,0.21856
D009101,D013700,0.34879
D009101,D013922,0.24713
D009101,D016553,0.23209
D009101,D019851,0.22849
D009101,D003093,0.26072
D009101,D001327,0.30958
D009101,D056725,0.28794
D009101,D009472,0.21237
D009101,D000744,0.23401
D009101,C562385,0.24288
D009101,D001260,0.29164
D009101,C538013,0.30453
D009101,D009165,0.23194
D009101,C537345,0.22855
D009101,C536778,0.22916
D009101,D003057,0.22632
D009101,C565672,0.22207
D009101,D003550,0.21956
D009101,C535765,0.45089
D009101,D003922,0.35171
D009101,C565617,0.29355
D009101,D005199,0.24705
D009101,C565557,0.24607
D009101,D005776,0.30101
D009101,D005776,0.2001
D009101,C535758,0.29308
D009101,D006689,0.37407
D009101,D006712,0.20369
D009101,D000075262,0.24931
D009101,D012614,0.28935
D009101,D013132,0.24105
D009101,D010505,0.25011
D009101,D009182,0.36083
D009101,D009101,1
D009101,D009447,0.21813
D009101,D052556,0.22307
D009101,C564906,0.2517
D009101,D054078,0.2833
D009101,C538556,0.39272
D009101,D053579,0.21995
D009101,C562688,0.25178
D009101,D012035,0.21756
D009101,D015212,0.29069
D009101,D008228,0.20747
D009101,D012859,0.29858
D009101,D016111,0.3095
D009101,D006111,0.32442
D009101,D020176,0.25071
D009101,C535393,0.23771
D009101,D014898,0.33525
D009101,D020915,0.27525
D009101,D006527,0.25323
D009101,D014983,0.20286
D009101,D000326,0.25009
D009101,D000795,0.22363
D009101,D056889,0.22234
D009101,D006467,0.287
D009101,D053098,0.23413
D009101,D008232,0.28734
D009101,D007706,0.22133
D009101,D005600,0.2022
D009101,D020388,0.23217
D009101,C564005,0.21614
D009101,D001249,0.25481
D009101,C563352,0.22692
D009101,D000083242,0.23851
D009101,D000361,0.33221
D009101,D015470,0.23102
D009101,D008180,0.24491
D009101,D056735,0.31627
D009101,D004915,0.22204
D009101,D011565,0.318
D009101,D011546,0.24953
D009101,D006111,0.24139
D009101,D000755,0.20748
D009101,D052456,0.20861
D009101,C565798,0.28415
D009101,D008228,0.24193
D009101,D056693,0.24135
D009101,D018192,0.25166
D009101,D052537,0.24127
D009101,D017681,0.23873
D009101,D013967,0.2424
D009101,D015464,0.31231
D020190,C537057,0.24932
D020190,C536595,0.22866
D020190,C537095,0.21313
D020190,D019305,0.66591
D020190,D020936,0.32347
D020190,D020936,0.41913
D020190,C565115,0.22331
D020190,D020191,0.21903
D020190,C536698,0.24073
D020190,D004828,0.4884
D020190,D010787,0.31098
D020190,D020195,0.273
D020190,D009771,0.30124
D020190,D010300,0.21185
D020190,D016750,0.22221
D020190,D009472,0.24029
D020190,C565933,0.29593
D020190,C565905,0.22473
D020190,D002817,0.24725
D020190,C565850,0.2123
D020190,C565678,0.21509
D020190,C535767,0.2178
D020190,D004695,0.20879
D020190,D005776,0.25921
D020190,D006849,0.20939
D020190,D011559,0.25403
D020190,D020190,1
D020190,D020194,0.28023
D020190,C538104,0.21203
D020190,C564847,0.27136
D020190,D020326,0.26349
D020190,D001321,0.27147
D020190,C564505,0.51306
D020190,D020817,0.24091
D020190,D001321,0.27189
D020190,D001321,0.28639
D020190,D003919,0.21427
D020190,C562782,0.20027
D020190,C567924,0.28689
D020190,D017241,0.20812
D020190,D004832,0.54438
D020190,D020754,0.20314
D020190,D020754,0.21819
D020190,D009765,0.20828
D020190,C566578,0.27691
D020190,C566552,0.25152
D020190,D012559,0.25114
D020190,D012559,0.25882
D020190,D020190,0.69163
D020190,D004831,0.57722
D020190,C565728,0.30785
D020190,C537537,0.20259
D020190,D008180,0.30384
D020190,C565325,0.22027
D020190,D001321,0.25543
D020190,C565238,0.24838
D020190,C564676,0.27831
D020190,D020521,0.24769
D020190,D004831,0.33794
D020190,D001321,0.24622
D020190,C537583,0.20419
D020190,D020325,0.2876
D020190,D020326,0.23887
D020190,D020325,0.30171
D020190,D020326,0.28292
D020190,C562694,0.39858
D020190,D004832,0.62825
D020190,C565811,0.45732
D020190,C562694,0.45461
D020190,C564345,0.25984
D020190,D001925,0.20278
D020190,D001321,0.22094
D020190,C535499,0.30352
D020190,C564274,0.37486
D020190,C538261,0.21897
D020190,D001321,0.25151
D020190,D020190,0.58686
D020190,C563834,0.26574
D020194,D000544,0.36272
D020194,C536595,0.2486
D020194,C531617,0.38801
D020194,C535506,0.37994
D020194,C566188,0.42082
D020194,D002311,0.25572
D020194,D019305,0.28545
D020194,D002607,0.20247
D020194,D002607,0.23446
D020194,D002819,0.36801
D020194,D020936,0.21988
D020194,D007644,0.26243
D020194,D046589,0.32985
D020194,C565115,0.26015
D020194,D020191,0.41158
D020194,D009103,0.21786
D020194,D020961,0.3525
D020194,C536698,0.29373
D020194,C538007,0.36874
D020194,D004828,0.23523
D020194,D004916,0.22199
D020194,D020386,0.20162
D020194,D005879,0.28488
D020194,D005910,0.23336
D020194,D006816,0.3627
D020194,C535694,0.24312
D020194,D015417,0.24643
D020194,C537156,0.26178
D020194,C537907,0.28495
D020194,D019578,0.38177
D020194,D018979,0.30681
D020194,D052496,0.20471
D020194,D008575,0.24081
D020194,D020326,0.2038
D020194,D009223,0.27526
D020194,D009771,0.25613
D020194,D020754,0.42445
D020194,D020754,0.43179
D020194,C563476,0.21164
D020194,D010300,0.28996
D020194,D020967,0.20452
D020194,D010300,0.32905
D020194,D010300,0.37039
D020194,D020774,0.32915
D020194,C536330,0.2205
D020194,D017118,0.2394
D020194,D011218,0.21377
D020194,D012175,0.21157
D020194,D002607,0.28845
D020194,D012559,0.27436
D020194,D058496,0.26533
D020194,D020754,0.50389
D020194,D020754,0.40125
D020194,D016750,0.23975
D020194,D013285,0.22908
D020194,C536545,0.37815
D020194,D004314,0.26619
D020194,C536353,0.26215
D020194,D000326,0.26996
D020194,D038261,0.28312
D020194,D002549,0.41755
D020194,D009472,0.40969
D020194,D009472,0.45705
D020194,C565933,0.34677
D020194,C565932,0.25122
D020194,D001260,0.32316
D020194,C538013,0.31711
D020194,D001321,0.28949
D020194,C565905,0.29195
D020194,C535933,0.21918
D020194,C536778,0.25997
D020194,C538280,0.25927
D020194,C565850,0.28416
D020194,D003057,0.30833
D020194,C565678,0.36052
D020194,D003414,0.2578
D020194,D003550,0.20028
D020194,D003554,0.21371
D020194,C535767,0.23705
D020194,D005199,0.21103
D020194,D005776,0.20241
D020194,D005776,0.27899
D020194,D005776,0.28207
D020194,D020165,0.2562
D020194,C565498,0.2143
D020194,D054221,0.27237
D020194,C537153,0.21088
D020194,D013132,0.38823
D020194,D017240,0.20128
D020194,D009084,0.30907
D020194,D009084,0.31899
D020194,D009084,0.30251
D020194,D009084,0.28371
D020194,C537480,0.24156
D020194,D020190,0.28023
D020194,D020194,1
D020194,D052536,0.25565
D020194,D052556,0.38086
D020194,C538104,0.30939
D020194,C537286,0.29186
D020194,D053579,0.22389
D020194,C562688,0.20133
D020194,D011561,0.20052
D020194,D012035,0.33803
D020194,D012174,0.25828
D020194,D016111,0.2027
D020194,D020176,0.24236
D020194,D020176,0.22019
D020194,D020176,0.25735
D020194,C562794,0.20449
D020194,C535393,0.25363
D020194,D006527,0.31003
D020194,D014983,0.24911
D020194,D000326,0.36661
D020194,D020326,0.22109
D020194,C564714,0.20453
D020194,D020388,0.2721
D020194,D001321,0.26323
D020194,C564505,0.24238
D020194,D001321,0.24996
D020194,D001321,0.2632
D020194,D000795,0.28656
D020194,D056889,0.21561
D020194,D006467,0.22566
D020194,D053098,0.22853
D020194,C536085,0.25855
D020194,C567924,0.28601
D020194,D007706,0.39629
D020194,D020388,0.23148
D020194,C536692,0.27563
D020194,D017241,0.4373
D020194,C564015,0.27213
D020194,D020734,0.41207
D020194,D004832,0.31218
D020194,D020754,0.34154
D020194,D020754,0.333
D020194,D057180,0.36329
D020194,C563401,0.33424
D020194,D013494,0.33897
D020194,D000083242,0.26146
D020194,C566578,0.21904
D020194,D009223,0.25246
D020194,D020190,0.20068
D020194,D004831,0.26822
D020194,C565728,0.32003
D020194,C537537,0.23568
D020194,D020158,0.32578
D020194,D056693,0.26234
D020194,C565238,0.26872
D020194,C535500,0.20591
D020194,C564676,0.21043
D020194,C535428,0.20822
D020194,C536596,0.35255
D020194,D010300,0.20429
D020194,C564616,0.45852
D020194,D004831,0.32102
D020194,D001321,0.23875
D020194,C537583,0.37552
D020194,D020325,0.21248
D020194,D020326,0.20042
D020194,D020325,0.22495
D020194,D020326,0.22522
D020194,D052537,0.23646
D020194,C536119,0.34114
D020194,C562694,0.26382
D020194,D004832,0.37066
D020194,C565811,0.28262
D020194,C562694,0.28428
D020194,C564330,0.3602
D020194,D001925,0.27569
D020194,D001321,0.22098
D020194,C535499,0.22576
D020194,C564274,0.21251
D020194,D001321,0.24948
D020194,D020190,0.31257
D009224,C531617,0.20335
D009224,C566171,0.3892
D009224,D002311,0.21253
D009224,D002349,0.20993
D009224,D003966,0.21432
D009224,D005198,0.21648
D009224,D020386,0.44958
D009224,D015417,0.22211
D009224,D018979,0.36585
D009224,C535695,0.4446
D009224,C535696,0.47065
D009224,D049310,0.3381
D009224,D009220,0.4638
D009224,C563534,0.25057
D009224,C563476,0.20651
D009224,D020967,0.32761
D009224,D000141,0.22972
D009224,D002607,0.25452
D009224,D016750,0.30033
D009224,D013285,0.29782
D009224,D014103,0.20304
D009224,C536545,0.21431
D009224,C536353,0.23414
D009224,C535387,0.20021
D009224,C565881,0.60728
D009224,C536778,0.25282
D009224,C538280,0.29132
D009224,D001927,0.3786
D009224,C565557,0.47097
D009224,C535758,0.28459
D009224,C565498,0.4473
D009224,D013132,0.22253
D009224,D017240,0.34954
D009224,C536988,0.29831
D009224,C537480,0.41284
D009224,D009157,0.29536
D009224,D009224,1
D009224,D009224,0.3476
D009224,D009230,0.26368
D009224,D020388,0.27611
D009224,D056889,0.25861
D009224,D056889,0.38738
D009224,D017241,0.23983
D009224,C535697,0.32426
D009224,C535698,0.3301
D009224,C535699,0.24644
D009224,C536546,0.2006
D009224,D009223,0.24426
D009224,D012148,0.22928
D009224,C535654,0.23485
D009224,C531617,0.27292
D009224,C562419,0.22697
D009224,C566188,0.21202
D009224,D002607,0.21317
D009224,D002607,0.20834
D009224,C562509,0.25324
D009224,C538007,0.2533
D009224,D003966,0.27466
D009224,D004916,0.20809
D009224,D020386,0.37442
D009224,D010003,0.20973
D009224,C562400,0.20047
D009224,D011546,0.21988
D009224,D012021,0.25583
D009224,C535694,0.37353
D009224,D015417,0.25242
D009224,D018979,0.25717
D009224,C535695,0.32919
D009224,C535696,0.33628
D009224,D049310,0.33769
D009224,D009220,0.22672
D009224,D009223,0.2854
D009224,C563534,0.26042
D009224,D020754,0.24672
D009224,D010003,0.22201
D009224,C563476,0.22519
D009224,D020967,0.52109
D009224,D002607,0.24733
D009224,D058496,0.24219
D009224,D020754,0.24274
D009224,D016750,0.33384
D009224,D013285,0.21696
D009224,C536545,0.39544
D009224,C536353,0.21764
D009224,C535387,0.21029
D009224,C565881,0.2239
D009224,C538280,0.25006
D009224,D003103,0.21039
D009224,C565679,0.24977
D009224,D001927,0.26204
D009224,C565557,0.20254
D009224,D005317,0.20715
D009224,C565498,0.21165
D009224,C538603,0.27115
D009224,D013132,0.24883
D009224,D017240,0.2419
D009224,C537480,0.34048
D009224,D009157,0.25567
D009224,D009224,0.3476
D009224,D009224,1
D009224,D010009,0.33531
D009224,D009230,0.24899
D009224,C536420,0.27814
D009224,C564847,0.20297
D009224,D016111,0.23493
D009224,D000326,0.20553
D009224,C564714,0.24838
D009224,D020388,0.28335
D009224,D020817,0.21361
D009224,D001321,0.20065
D009224,D056889,0.21379
D009224,D006467,0.23295
D009224,D020388,0.243
D009224,D017241,0.20445
D009224,D020734,0.20751
D009224,C535697,0.41486
D009224,C563401,0.261
D009224,D005902,0.20386
D009224,C535698,0.31633
D009224,C535699,0.35035
D009224,C536546,0.29572
D009224,D009223,0.49111
D009224,C565238,0.28811
D009224,D000098943,0.20805
D009224,C535428,0.24981
D009224,D010300,0.24407
D009224,C537217,0.23636
D009224,C535499,0.23624
D009224,D012148,0.25917
D010009,C535654,0.28725
D010009,D030981,0.29366
D010009,D031845,0.40152
D010009,C538052,0.35394
D010009,C537057,0.26375
D010009,C531617,0.22593
D010009,D013167,0.2088
