Disease,Disease,Similarity_Score
D001750,D002764,0
D001750,D001249,0.016013241
D001750,C563439,0.307775354
D001750,C563401,0.402417503
D001750,C563371,0.010199653
D001750,C563352,0.010199653
D001750,C537243,0.300535796
D001750,C566652,0.142626283
D001750,D015470,0.009717591
D001750,D009765,0.293274774
D001750,C566645,0.010199653
D001750,D005902,0
D001750,D008180,0.008785022
D001750,C535698,0.125504537
D001750,C535699,0.125504537
D001750,C566603,0.010199653
D001750,C566602,0.010199653
D001750,D007896,0.00374643
D001750,D010001,0
D001750,C566578,0.211167338
D001750,C536546,0.333066731
D001750,C566552,0.203712298
D001750,D004915,0
D001750,C566530,0.347548079
D001750,C566404,0
D001750,C566395,0.010199653
D001750,D006111,0
D001750,C565798,0
D001750,C536253,0
D001750,D020190,0.133854549
D001750,D004831,0.170412064
D001750,C565728,0.211167338
D001750,D008180,0.008785022
D001750,D008180,0.008785022
D001750,C565325,0.211167338
D001750,C565292,0.016013241
D001750,C565291,0
D001750,C535516,0.305015867
D001750,D009290,0.209121341
D001750,C565280,0
D001750,D056693,0
D001750,C565238,0.203712298
D001750,C535500,0.123422564
D001750,C564676,0.402417503
D001750,D046152,0
D001750,C535428,0
D001750,C536596,0.211167338
D001750,D010300,0.203712298
D001750,D065631,0.004305675
D001750,D002446,0
D001750,C537217,0.142626283
D001750,D004374,0
D001750,C537583,0.333911675
D001750,D020325,0.150437844
D001750,D020326,0.137624982
D001750,D020325,0.150437844
D001750,D020326,0.137624982
D001750,C563817,0.162169386
D001750,D052537,0.111419613
D001750,C536119,0.129675176
D001750,C562694,0.199162842
D001750,D004832,0.161737234
D001750,C565811,0.321528471
D001750,C562694,0.199162842
D001750,D017681,0
D001750,C564345,0.203712298
D001750,C564330,0.319247417
D001750,D010003,0.011517261
D001750,C564306,0.160181821
D001750,D001925,0.210790345
D001750,C564296,0.25285431
D001750,C535499,0.34243584
D001750,C564274,0.127635044
D001750,D015464,0
D001750,D010282,0
D001750,C564258,0.019664675
D001750,D008180,0.008785022
D001750,C563924,0
D001750,C538261,0.162169386
D001750,C563897,0.026557859
D001750,C563838,0.001184538
D001750,C563834,0.211167338
D014648,D001327,0.051037679
D014648,D056725,0
D014648,D009396,0.00011013
D014648,D014927,0.215247924
D014648,C536000,0
D014648,D000326,0
D014648,D000347,0
D014648,D002549,0
D014648,D000744,0
D014648,C562385,0.000308405
D014648,C535382,0.040004252
D014648,C535387,0.051050755
D014648,D002915,0
D014648,C565935,0
D014648,C565933,0.036120109
D014648,C565932,0.299890606
D014648,C538013,0.008588741
D014648,D008175,0.039840285
D014648,D002178,0
D014648,D002311,0.238895153
D014648,D002311,0.238895153
D014648,C565881,0.299890606
D014648,C538280,0.299890606
D014648,C535858,0.020895097
D014648,C565850,0.007529895
D014648,C565679,0.020357769
D014648,C565678,0.029609908
D014648,C565672,0.039004432
D014648,D003414,0
D014648,D003550,0.013976481
D014648,C535765,0
D014648,D003554,0
D014648,D003555,0
D014648,D003922,0.022097853
D014648,D001927,0.064982737
D014648,D004695,0.217492144
D014648,D004760,0.010007774
D014648,D005166,0
D014648,D005776,0
D014648,D005776,0
D014648,D005776,0
D014648,D006828,0
D014648,D001606,0
D014648,D006030,0
D014648,D005317,0.005836906
D014648,C535758,0.259905389
D014648,D006689,0.01403382
D014648,D006932,0.020082235
D014648,D007566,0
D014648,C565498,0.013055722
D014648,C565494,0.021784034
D014648,D000075262,0
D014648,D012614,0.277204135
D014648,D005058,0
D014648,C538603,0
D014648,D011559,0
D014648,D007918,0.012379999
D014648,D006646,0.002425008
D014648,C565441,0.021615791
D014648,D054221,0
D014648,C565429,0.012873463
D014648,C565423,0.018416481
D014648,D010505,0
D014648,C536988,0.022487145
D014648,D009157,0.005361814
D014648,D009182,0
D014648,D055728,0
D014648,D009101,0.317547269
D014648,D020190,0
D014648,D020194,0
D014648,D009230,0
D014648,D009404,0.005889916
D014648,D009447,0.012458122
D014648,D052536,0
D014648,D052556,0
D014648,C536420,0.043452422
D014648,D012516,0.013979022
D014648,C535282,0.035268751
D014648,C564906,0.003269165
D014648,C564899,0.03623577
D014648,C564894,0.042761448
D014648,C538556,0.022400422
D014648,C537286,0.013989497
D014648,D011087,0
D014648,D053579,0
D014648,C562688,0
D014648,C564862,0.014862382
D014648,D015212,0.029299352
D014648,D008228,0.034136587
D014648,C564847,0.033068814
D014648,D018232,0
D014648,C535865,0.020562188
D014648,D053713,0
D014648,C563236,0.053387913
D014648,D013915,0
D014648,D006111,0.0076217
D014648,C536928,0.03781333
D014648,C562794,0
D014648,C535393,0.015357593
D014648,D056729,0
D014648,D020915,0
D014648,D006527,0
D014648,C536746,0.035268751
D014648,D000326,0
D014648,D020326,0
D014648,D003922,0.022097853
D014648,C564714,0.024297988
D014648,D015794,0
D014648,C580192,0.068363919
D014648,D003919,0.001319626
D014648,D056889,0.152500228
D014648,C536085,0.006344807
D014648,C567924,0
D014648,C564118,0
D014648,C562901,0.040004252
D014648,D016649,0
D014648,C536692,0.029674402
D014648,D017241,0.250011214
D014648,C564015,0.020191527
D014648,C564005,0
D014648,D011470,0.009042796
D014648,D020734,0.029352952
D014648,D004832,0
D014648,D016481,0.012463628
D014648,C563959,0.022097853
D014648,C563949,0.046782128
D014648,C535697,0
D014648,C563933,0.027282422
D014648,D053206,0
D014648,D010911,0.013127955
D014648,D002764,0.006653866
D014648,D001249,0.027911441
D014648,C563439,0
D014648,C563401,0.032529726
D014648,C563371,0.022097853
D014648,C563352,0.022097853
D014648,C537243,0.027403581
D014648,C566652,0.025431121
D014648,D015470,0.021615791
D014648,D009765,0.033812402
D014648,C566645,0.022097853
D014648,D005902,0.004704707
D014648,D008180,0.020683223
D014648,C535698,0
D014648,C535699,0
D014648,C566603,0.022097853
D014648,C566602,0.022097853
D014648,D007896,0.01564463
D014648,D010001,0
D014648,C566578,0.023810173
D014648,C536546,0.000455844
D014648,C566552,0.020191527
D014648,D004915,0
D014648,C566530,0.013989497
D014648,C566404,0.007635663
D014648,C566395,0.022097853
D014648,D006111,0.0076217
D014648,C565798,0.001209699
D014648,C536253,0.007406422
D014648,D020190,0
D014648,D004831,0
D014648,C565728,0.023810173
D014648,D008180,0.020683223
D014648,D008180,0.020683223
D014648,C565325,0.023810173
D014648,C565292,0.027911441
D014648,C565291,0.007635663
D014648,C535516,0.033742417
D014648,D009290,0
D014648,C565280,0.007635663
D014648,D056693,0
D014648,C565238,0.020191527
D014648,C535500,0
D014648,C564676,0.032529726
D014648,D046152,0
D014648,C535428,0
D014648,C536596,0.023810173
D014648,D010300,0.020191527
D014648,D065631,0.016203875
D014648,D002446,0.008111917
D014648,C537217,0
D014648,D004374,0.232887331
D014648,C537583,0.005739136
D014648,D020325,0
D014648,D020326,0
D014648,D020325,0
D014648,D020326,0
D014648,C563817,0.263531189
D014648,D052537,0
D014648,C536119,0
D014648,C562694,0.014413253
D014648,D004832,0
D014648,C565811,0.014413253
D014648,C562694,0.014413253
D014648,D017681,0
D014648,C564345,0.020191527
D014648,C564330,0.023810173
D014648,D010003,0.023415461
D014648,C564306,0
D014648,D001925,0.019905938
D014648,C564296,0.011425354
D014648,C535499,0.005877548
D014648,C564274,0
D014648,D015464,0.009858787
D014648,D010282,0
D014648,C564258,0.387209301
D014648,D008180,0.020683223
D014648,C563924,0
D014648,C538261,0.263531189
D014648,C563897,0.432390796
D014648,C563838,0.013082738
D014648,C563834,0.023810173
D001327,D056725,0
D001327,D009396,0.041477444
D001327,D014927,0.036346256
D001327,C536000,0.033133817
D001327,D000326,0.023785723
D001327,D000347,0.027241315
D001327,D002549,0.511361581
D001327,D000744,0.562760019
D001327,C562385,0.041675719
D001327,C535382,0.081371566
D001327,C535387,0.092418068
D001327,D002915,0.020564506
D001327,C565935,0.283624167
D001327,C565933,0.077487423
D001327,C565932,0.071590146
D001327,C538013,0.049956055
D001327,D008175,0.081207599
D001327,D002178,0.011961646
D001327,D002311,0.046925866
D001327,D002311,0.046925866
D001327,C565881,0.071590146
D001327,C538280,0.071590146
D001327,C535858,0.062262411
D001327,C565850,0.048897209
D001327,C565679,0.061725083
D001327,C565678,0.070977221
D001327,C565672,0.080371746
D001327,D003414,0.010073012
D001327,D003550,0.055343795
D001327,C535765,0.020325597
D001327,D003554,0.020325597
D001327,D003555,0.022449212
D001327,D003922,0.633076681
D001327,D001927,0.106350051
D001327,D004695,0.026945555
D001327,D004760,0.051375088
D001327,D005166,0.016398536
D001327,D005776,0.034242418
D001327,D005776,0.034242418
D001327,D005776,0.034242418
D001327,D006828,0.036485242
D001327,D001606,0.009808053
D001327,D006030,0.009832418
D001327,D005317,0.04720422
D001327,C535758,0.059059089
D001327,D006689,0.395402528
D001327,D006932,0.061449548
D001327,D007566,0.014964352
D001327,C565498,0.054423036
D001327,C565494,0.063151348
D001327,D000075262,0.115491815
D001327,D012614,0.025957703
D001327,D005058,0.014270457
D001327,C538603,0.015388372
D001327,D011559,0.03170521
D001327,D007918,0.053747313
D001327,D006646,0.043792322
D001327,C565441,0.062983105
D001327,D054221,0
D001327,C565429,0.391410042
D001327,C565423,0.059783794
D001327,D010505,0.031555946
D001327,C536988,0.063854459
D001327,D009157,0.575946796
D001327,D009182,0.349827741
D001327,D055728,0.03736048
D001327,D009101,0.388224501
D001327,D020190,0.012874344
D001327,D020194,0
D001327,D009230,0.032432534
D001327,D009404,0.04725723
D001327,D009447,0.053825436
D001327,D052536,0
D001327,D052556,0.012856117
D001327,C536420,0.084819736
D001327,D012516,0.055346336
D001327,C535282,0.076636065
D001327,C564906,0.534529396
D001327,C564899,0.077603084
D001327,C564894,0.084128762
D001327,C538556,0.063767735
D001327,C537286,0.05535681
D001327,D011087,0.03723626
D001327,D053579,0.005639995
D001327,C562688,0.010673891
D001327,C564862,0.056229696
D001327,D015212,0.070666666
D001327,D008228,0.447583756
D001327,C564847,0.074436128
D001327,D018232,0.015273103
D001327,C535865,0.061929502
D001327,D053713,0.02425759
D001327,C563236,0.094755227
D001327,D013915,0.017555634
D001327,D006111,0.57003285
D001327,C536928,0.079180643
D001327,C562794,0.010673891
D001327,C535393,0.056724906
D001327,D056729,0
D001327,D020915,0.010354624
D001327,D006527,0.03663187
D001327,C536746,0.076636065
D001327,D000326,0.023785723
D001327,D020326,0.015053498
D001327,D003922,0.633076681
D001327,C564714,0.065665302
D001327,D015794,0.006136208
D001327,C580192,0.680683544
D001327,D003919,0.04268694
D001327,D056889,0
D001327,C536085,0.047712121
D001327,C567924,0.031114189
D001327,C564118,0.031444914
D001327,C562901,0.081371566
D001327,D016649,0.027429409
D001327,C536692,0.071041716
D001327,D017241,0.020520672
D001327,C564015,0.061558841
D001327,C564005,0.010673891
D001327,D011470,0.05041011
D001327,D020734,0.070720266
D001327,D004832,0.032440997
D001327,D016481,0.053830942
D001327,C563959,0.633076681
D001327,C563949,0.53674286
D001327,C535697,0.031971006
D001327,C563933,0.068649736
D001327,D053206,0.019612765
D001327,D010911,0.054495269
D001327,D002764,0.04802118
D001327,D001249,0.426481348
D001327,C563439,0.019612765
D001327,C563401,0.07389704
D001327,C563371,0.633076681
D001327,C563352,0.633076681
D001327,C537243,0.068770895
D001327,C566652,0.562760019
D001327,D015470,0.062983105
D001327,D009765,0.075179715
D001327,C566645,0.633076681
D001327,D005902,0.046072021
D001327,D008180,0.648282314
D001327,C535698,0.031971006
D001327,C535699,0.031971006
D001327,C566603,0.633076681
D001327,C566602,0.633076681
D001327,D007896,0.057011944
D001327,D010001,0.035663843
D001327,C566578,0.065177487
D001327,C536546,0.041823157
D001327,C566552,0.061558841
D001327,D004915,0.037099705
D001327,C566530,0.05535681
D001327,C566404,0.374738568
D001327,C566395,0.633076681
D001327,D006111,0.57003285
D001327,C565798,0.559644311
D001327,C536253,0.048773736
D001327,D020190,0.012874344
D001327,D004831,0.038556286
D001327,C565728,0.065177487
D001327,D008180,0.648282314
D001327,D008180,0.648282314
D001327,C565325,0.065177487
D001327,C565292,0.426481348
D001327,C565291,0.374738568
D001327,C535516,0.075109731
D001327,D009290,0.034303981
D001327,C565280,0.374738568
D001327,D056693,0
D001327,C565238,0.061558841
D001327,C535500,0.004887743
D001327,C564676,0.07389704
D001327,D046152,0.036809995
D001327,C535428,0.02096783
D001327,C536596,0.065177487
D001327,D010300,0.061558841
D001327,D065631,0.394005275
D001327,D002446,0.049479231
D001327,C537217,0.020271759
D001327,D004374,0.04120833
D001327,C537583,0.04710645
D001327,D020325,0.024446594
D001327,D020326,0.015053498
D001327,D020325,0.024446594
D001327,D020326,0.015053498
D001327,C563817,0.05921881
D001327,D052537,0
D001327,C536119,0.012856117
D001327,C562694,0.055780567
D001327,D004832,0.032440997
D001327,C565811,0.055780567
D001327,C562694,0.055780567
D001327,D017681,0.02970163
D001327,C564345,0.061558841
D001327,C564330,0.065177487
D001327,D010003,0.064782775
D001327,C564306,0.034242418
D001327,D001925,0.061273252
D001327,C564296,0.052792667
D001327,C535499,0.047244862
D001327,C564274,0.006675975
D001327,D015464,0.051226101
D001327,D010282,0.039998189
D001327,C564258,0.07293019
D001327,D008180,0.648282314
D001327,C563924,0.038612799
D001327,C538261,0.05921881
D001327,C563897,0.079823373
D001327,C563838,0.054450052
D001327,C563834,0.065177487
D056725,D009396,0.24980787
D056725,D014927,0.165419507
D056725,C536000,0
D056725,D000326,0.212049274
D056725,D000347,0.558692183
D056725,D002549,0
D056725,D000744,0.238172165
D056725,C562385,0.245142016
D056725,C535382,0.152310232
D056725,C535387,0
D056725,D002915,0
D056725,C565935,0
D056725,C565933,0
D056725,C565932,0
D056725,C538013,0.21505685
D056725,D008175,0
D056725,D002178,0
D056725,D002311,0
D056725,D002311,0
D056725,C565881,0
D056725,C538280,0
D056725,C535858,0.300623315
D056725,C565850,0.247635934
D056725,C565679,0.206855053
D056725,C565678,0
D056725,C565672,0
D056725,D003414,0.207318459
D056725,D003550,0.283111447
D056725,C535765,0.222302043
D056725,D003554,0.222302043
D056725,D003555,0.218652936
D056725,D003922,0
D056725,D001927,0.008347671
D056725,D004695,0
D056725,D004760,0
D056725,D005166,0.53842665
D056725,D005776,0.232065381
D056725,D005776,0.232065381
D056725,D005776,0.232065381
D056725,D006828,0
D056725,D001606,0.517549499
D056725,D006030,0.19930058
D056725,D005317,0.187245224
D056725,C535758,0
D056725,D006689,0.20840873
D056725,D006932,0
D056725,D007566,0.208424866
D056725,C565498,0
D056725,C565494,0
D056725,D000075262,0
D056725,D012614,0.361823864
D056725,D005058,0
D056725,C538603,0.209300595
D056725,D011559,0
D056725,D007918,0
D056725,D006646,0.19343732
D056725,C565441,0.24256241
D056725,D054221,0.186607944
D056725,C565429,0.206421998
D056725,C565423,0.300814356
D056725,D010505,0.239132401
D056725,C536988,0
D056725,D009157,0
D056725,D009182,0.17651246
D056725,D055728,0.242676271
D056725,D009101,0.410853812
D056725,D020190,0
D056725,D020194,0.196004696
D056725,D009230,0
D056725,D009404,0
D056725,D009447,0
D056725,D052536,0.185630734
D056725,D052556,0.20378252
D056725,C536420,0.236857341
D056725,D012516,0
D056725,C535282,0.249463522
D056725,C564906,0
D056725,C564899,0.327456784
D056725,C564894,0.32325004
D056725,C538556,0.255460083
D056725,C537286,0.139364773
D056725,D011087,0.2377417
D056725,D053579,0.196734406
D056725,C562688,0.194592641
D056725,C564862,0
D056725,D015212,0
D056725,D008228,0.239897562
D056725,C564847,0
D056725,D018232,0
D056725,C535865,0.194233317
D056725,D053713,0
D056725,C563236,0
D056725,D013915,0.53153049
D056725,D006111,0
D056725,C536928,0.315069883
D056725,C562794,0.194592641
D056725,C535393,0
D056725,D056729,0.662445096
D056725,D020915,0
D056725,D006527,0.235541162
D056725,C536746,0.236857341
D056725,D000326,0.212049274
D056725,D020326,0
D056725,D003922,0
D056725,C564714,0.314998796
D056725,D015794,0.202739633
D056725,C580192,0.314998796
D056725,D003919,0
D056725,D056889,0.186415114
D056725,C536085,0.174870707
D056725,C567924,0
D056725,C564118,0
D056725,C562901,0.314998796
D056725,D016649,0
D056725,C536692,0.314998796
D056725,D017241,0.211877516
D056725,C564015,0
D056725,C564005,0.194592641
D056725,D011470,0
D056725,D020734,0
D056725,D004832,0
D056725,D016481,0
D056725,C563959,0
D056725,C563949,0
D056725,C535697,0
D056725,C563933,0
D056725,D053206,0
D056725,D010911,0
D056725,D002764,0
D056725,D001249,0
D056725,C563439,0
D056725,C563401,0
D056725,C563371,0
D056725,C563352,0
D056725,C537243,0
D056725,C566652,0.329496816
D056725,D015470,0
D056725,D009765,0
D056725,C566645,0
D056725,D005902,0
D056725,D008180,0
D056725,C535698,0
D056725,C535699,0
D056725,C566603,0
D056725,C566602,0
D056725,D007896,0
D056725,D010001,0
D056725,C566578,0
D056725,C536546,0.244571846
D056725,C566552,0
D056725,D004915,0.237172141
D056725,C566530,0.020098511
D056725,C566404,0.263428657
D056725,C566395,0
D056725,D006111,0
D056725,C565798,0
D056725,C536253,0
D056725,D020190,0
D056725,D004831,0
D056725,C565728,0
D056725,D008180,0
D056725,D008180,0
D056725,C565325,0
D056725,C565292,0.263428657
D056725,C565291,0.263428657
D056725,C535516,0.315069883
D056725,D009290,0
D056725,C565280,0.263428657
D056725,D056693,0.197672082
D056725,C565238,0
D056725,C535500,0.211120997
D056725,C564676,0
D056725,D046152,0
D056725,C535428,0
D056725,C536596,0
D056725,D010300,0
D056725,D065631,0
D056725,D002446,0
D056725,C537217,0.217192465
D056725,D004374,0.174466992
D056725,C537583,0.244571846
D056725,D020325,0
D056725,D020326,0
D056725,D020325,0
D056725,D020326,0
D056725,C563817,0
D056725,D052537,0.186952739
D056725,C536119,0.20378252
D056725,C562694,0
D056725,D004832,0
D056725,C565811,0
D056725,C562694,0
D056725,D017681,0.231019682
D056725,C564345,0
D056725,C564330,0
D056725,D010003,0
D056725,C564306,0.232065381
D056725,D001925,0
D056725,C564296,0.235598388
D056725,C535499,0
D056725,C564274,0.150646113
D056725,D015464,0.259667058
D056725,D010282,0
D056725,C564258,0
D056725,D008180,0
D056725,C563924,0.24256241
D056725,C538261,0
D056725,C563897,0
D056725,C563838,0
D056725,C563834,0
D009396,D014927,0.236534198
D009396,C536000,0
D009396,D000326,0.288288058
