Disease,Protein
D019966,Q5JVM0
D008545,Q13402
D006333,Q6PKX1
D008106,Q6PKX1
D001281,Q6N065
D006332,Q6N065
D011297,P15172
D001281,Q9UBF9
D009202,Q9UBF9
D018908,Q9UBF9
D010523,Q9UBF9
D001281,Q9NP98
D001281,Q86TC9
D012871,Q92802
D004195,P41227
D009103,Q96AH0
D001281,Q13765
D009369,Q96RE7
D008106,Q9UJ70
D009362,Q9UJ70
D011471,Q9UJ70
D011471,Q14769
D022124,Q2NKP2
D003092,P43490
D015179,P43490
D009765,P43490
D002471,Q9H9S0
D002658,Q5TBR1
D008106,Q96NT1
D064420,Q9HAQ5
D009369,Q9HAQ5
D011471,Q9HAQ5
D001749,Q9HAQ5
D001943,Q400I7
D006528,Q400I7
D056486,Q400I7
D003324,Q400I7
D004342,Q400I7
D064420,Q400I7
D007970,Q400I7
D008113,Q400I7
D009436,Q400I7
D054198,Q400I7
D011471,Q400I7
D001749,Q400I7
D008106,Q9UHE5
D001281,Q8IVL1
D001321,Q6PJB7
D002292,Q6PJB7
D009293,Q6PJB7
D013274,Q8IW45
D001321,Q5T321
D008106,Q5T321
D003324,Q6ZS30
D009361,P13591
D006528,Q6NUR1
D016889,Q6NUR1
D010300,Q86XI2
D006528,Q15003
D009369,Q6PIU2
D001172,P14598
D002471,P14598
D003920,P14598
D003921,P14598
D006937,P14598
D006973,P14598
D007035,P14598
D007676,P14598
D008180,P14598
D001172,Q0Q616
D006331,Q6FGM9
D000419,P16333
D009404,P16333
D011507,P16333
D000419,Q53TG4
D000544,Q53TG4
D009404,Q53TG4
D011507,Q53TG4
D008106,Q9BV52
D004195,P19338
D017202,P19338
D001943,Q15788
D004715,Q15788
D008325,Q15788
D009362,Q15788
D011471,Q15788
D001943,Q569J4
D011471,Q569J4
D000230,Q569F6
D001943,Q569F6
D002289,Q569F6
D002294,Q569F6
D007938,Q569F6
D011471,Q569F6
D013964,Q13772
D004715,Q1RMZ3
D011471,Q8N4U9
D001943,Q86W52
D002295,Q86W52
D004715,Q86W52
D005909,Q86W52
D008113,Q86W52
D011471,Q86W52
D001749,Q86W52
D008106,Q9Y618
D008288,Q05D23
D000544,Q5T211
D003921,Q9B2Y9
D012559,Q9T9Y1
D015430,Q9BTX1
D006528,Q05DQ6
D002277,Q99608
D015674,Q99608
D004715,Q8TB73
D001943,Q92597
D002289,Q92597
D002292,Q92597
D005909,Q92597
D007680,Q92597
D008106,Q92597
D008113,Q92597
D008545,Q92597
D009362,Q92597
D011471,Q92597
D002386,Q9UN36
D003110,Q9UN36
D002546,Q9UN36
D008106,Q9UN36
D019465,P52848
D011471,P52849
D011471,Q9H3R1
D001172,Q9NRX3
D015430,Q9Y6M9
D002312,Q9P1A0
D013274,Q9P1A0
D009202,Q9HC12
D010003,Q08E91
D010003,P49821
D013274,P49821
D001714,Q9UEH5
D009202,Q9UEH5
D012559,Q9UEH5
D001281,Q5JUU8
D000544,Q92692
D050197,Q92692
D001943,Q92692
D050171,Q92692
D015470,Q92692
D008106,Q92692
D016403,Q92692
D009103,Q92692
D009362,Q92692
D010051,Q92692
D010300,Q92692
D011471,Q92692
D001749,Q92692
D017202,P46934
D013262,P46934
D002972,Q5XLQ3
D004715,Q5XLQ3
D006973,Q5XLQ3
D009103,Q14511
D010523,Q16070
D004715,P07197
D009765,Q7Z3B1
D050171,Q96FI4
D005234,Q96FI4
D018149,Q96FI4
D006946,Q96FI4
D006949,Q96FI4
D007333,Q96FI4
D024821,Q96FI4
D009765,Q96FI4
D006528,Q8TAT5
D006528,P51955
D002289,P51955
D009361,P51955
D008106,Q5TBH2
D015430,Q8TDX7
D007674,Q8TD19
D004830,Q2YDX4
D003921,Q13562
D003924,Q13562
D009422,Q13562
D004827,Q5QGS0
D000236,Q9UMU3
D001321,Q9UMU3
D005909,Q9UMU3
D005910,Q9UMU3
D007859,Q9UMU3
D015470,Q9UMU3
D008545,Q9UMU3
D010673,Q9UMU3
D012509,Q9UMU3
D002292,Q9NRW8
D008654,Q9NRW8
D003924,Q13469
D006976,Q13469
D009422,Q13469
D056486,Q14934
D000138,Q16236
D058186,Q16236
D001943,Q16236
D006528,Q16236
D002289,Q16236
D002294,Q16236
D002303,Q16236
D002471,Q16236
D056486,Q16236
D002779,Q16236
D003928,Q16236
D004195,Q16236
D064420,Q16236
D004681,Q16236
D016889,Q16236
D005234,Q16236
D005313,Q16236
D005767,Q16236
D006333,Q16236
D006529,Q16236
D006943,Q16236
D006965,Q16236
D006973,Q16236
D007674,Q16236
D008103,Q16236
D008105,Q16236
D008106,Q16236
D008113,Q16236
D048629,Q16236
D009336,Q16236
D009361,Q16236
D009362,Q16236
D020258,Q16236
D065626,Q16236
D011471,Q16236
D011658,Q16236
D012878,Q16236
D013163,Q16236
D018487,Q16236
D020257,Q16236
D011471,Q6FI30
D058186,P19838
D000230,P19838
D002545,P19838
D002471,P19838
D003110,P19838
D003924,P19838
D007676,P19838
D008105,P19838
D008107,P19838
D001161,P25963
D002545,P25963
D001943,P25963
D006528,P25963
D006689,P25963
D008106,P25963
D017202,P25963
D010190,P25963
D011565,P25963
D014657,P25963
D001172,Q96F31
D008106,Q96F31
D008545,Q96F31
D001172,Q5STV6
D008106,Q9BYH8
D056486,Q6ZNB6
D002779,Q6ZNB6
D008175,P23511
D000647,P01138
D019970,P01138
D003556,P01138
D004830,P01138
D005921,P01138
D006556,P01138
D006930,P01138
D006948,P01138
D020244,P01138
D007249,P01138
D007676,P01138
D055370,P01138
D009395,P01138
D009410,P01138
D009422,P01138
D019954,P01138
D019636,P01138
D010300,P01138
D020734,P01138
D010523,P01138
D012640,P01138
D013226,P01138
D008545,P08138
D009410,P08138
D019636,P08138
D011471,P08138
D012640,P08138
D006973,Q15599
D009765,Q02577
D002779,Q9BZQ8
D008106,P14543
D015430,P14543
D008106,Q8IV28
D008106,Q9H841
D011471,Q6P499
D019465,Q6IEH8
D006311,Q6IEH8
D006330,Q6IEH8
D001919,Q9Y2I1
D001943,Q9Y2I1
D007022,Q9Y2I1
D012559,Q5M9Q1
D002819,P43699
D008171,P43699
D001281,P52952
D006332,P52952
D002311,P52952
D006345,P52952
D020521,P52952
D011471,Q99801
D003921,P78426
D003924,P78426
D001321,Q8N2Q7
D001321,Q4G160
D001321,Q8N0W4
D006528,Q7RTR2
D008106,Q86WI3
D002292,P59046
D000152,Q96P20
D000707,Q96P20
D001259,Q96P20
D004342,Q96P20
D007249,Q96P20
D007333,Q96P20
D009103,Q96P20
D020258,Q96P20
D011654,Q96P20
D011537,Q14956
D001943,Q4VBL0
D006528,P15531
D002312,P15531
D015179,P15531
D000860,P15531
D009361,P15531
D009362,P15531
D056486,Q6FHN3
D015179,Q6FHN3
D008654,Q6FHN3
D010003,Q6FHN3
D010051,Q6FHN3
D019966,Q9Y5B8
D008106,Q13287
D019954,Q9HAN9
D009896,Q9HAN9
D002289,Q16517
D006528,P40261
D008106,Q8WTX0
D009422,Q9Y239
D000152,Q7Z597
D003872,Q7Z597
D028361,Q5TZN6
D011471,Q76FK4
D016403,Q5C9Z4
D018149,Q15233
D008113,Q9Y3C1
D011230,Q9Y3C1
D004195,Q9BSN3
D013274,Q9BSN3
D004195,Q9Y2X3
D001943,Q86U38
D019969,Q8WY41
D002526,Q8WY41
D003866,Q8WY41
D005334,Q8WY41
D006501,Q8WY41
D006930,Q8WY41
D000860,Q8WY41
D001523,Q8WY41
D009410,Q8WY41
D009422,Q8WY41
D019954,Q8WY41
D010300,Q8WY41
D012559,Q8WY41
D012640,Q8WY41
D013226,Q8WY41
D014555,Q8WY41
D020257,Q8WY41
D058186,P60321
D001249,P60321
D050197,P60321
D001321,P60321
D001929,P60321
D002545,P60321
D001943,P60321
D002471,P60321
D002779,P60321
D003092,P60321
D003110,P60321
D003921,P60321
D003924,P60321
D004938,P60321
D005923,P60321
D006333,P60321
D006529,P60321
D006930,P60321
D006940,P60321
D006973,P60321
D007035,P60321
D007249,P60321
D007410,P60321
D007674,P60321
D008105,P60321
D008106,P60321
D008107,P60321
D008175,P60321
D008288,P60321
D028361,P60321
D009203,P60321
D015428,P60321
D009336,P60321
D010302,P60321
D011565,P60321
D029424,P60321
D015427,P60321
D012164,P60321
D012640,P60321
D018805,P60321
D012772,P60321
D013226,P60321
D013262,P60321
D013276,P60321
D020521,P60321
D013345,P60321
D013375,P60321
D058186,P60323
D000230,P60323
D000544,P60323
D001161,P60323
D050197,P60323
D001281,P60323
D001943,P60323
D006332,P60323
D002318,P60323
D002972,P60323
D003324,P60323
D003329,P60323
D003921,P60323
D003924,P60323
D003925,P60323
D003928,P60323
D007172,P60323
D004938,P60323
D005317,P60323
D006333,P60323
D006529,P60323
D006943,P60323
D006946,P60323
D006949,P60323
D006973,P60323
D006975,P60323
D006976,P60323
D000860,P60323
D007333,P60323
D007511,P60323
D008105,P60323
D008106,P60323
D024821,P60323
D009203,P60323
D017202,P60323
D015428,P60323
D009369,P60323
D009845,P60323
D011471,P60323
D029424,P60323
D011654,P60323
D015427,P60323
D018805,P60323
D013274,P60323
D013276,P60323
D017180,P60323
D014511,P60323
D018879,P60323
D001943,Q6IAD4
D002294,Q6IAD4
D002471,Q6IAD4
D056486,Q6IAD4
D003110,Q6IAD4
D019465,Q6IAD4
D005909,Q6IAD4
D008223,Q6IAD4
D009422,Q6IAD4
D054218,Q6IAD4
D012878,Q6IAD4
D013163,Q6IAD4
D002583,Q6IAD4
D001943,Q6IQ50
D002294,Q6IQ50
D003924,Q6IQ50
D005355,Q6IQ50
D005909,Q6IQ50
D008175,Q6IQ50
D009361,Q6IQ50
D011297,Q6IQ50
D051437,Q6IQ50
D012878,Q6IQ50
D013274,Q6IQ50
D002583,Q6IQ50
D001943,Q9UM47
D006528,Q9UM47
D002289,Q9UM47
D002294,Q9UM47
D005909,Q9UM47
D008175,Q9UM47
D012878,Q9UM47
D001943,Q6P3V5
D002294,Q6P3V5
D012878,Q6P3V5
D003110,Q8TCT3
D006333,Q8TCT3
D006937,Q8TCT3
D011471,Q9HBY0
D056486,Q9NPH5
D003110,Q9NPH5
D006333,Q9NPH5
D006973,Q9NPH5
D007676,Q9NPH5
D008106,Q9NPH5
D051437,Q9NPH5
D008545,Q9NZP6
D001321,Q99743
D008106,Q99743
D008106,Q5SPY9
D004195,Q7Z491
D000419,Q9NP85
D005923,Q9NP85
D009404,Q9NP85
D002779,Q9BXD5
D004195,Q9BTI9
D015470,Q9BTI9
D015473,Q9BTI9
D013274,Q9BTI9
D058186,P01160
D000230,P01160
D006332,P01160
D002311,P01160
D023921,P01160
D006333,P01160
D006973,P01160
D006977,P01160
D017379,P01160
D007022,P01160
D000860,P01160
D008103,P01160
D008175,P01160
D008545,P01160
D009203,P01160
D017202,P01160
D009362,P01160
D010146,P01160
D011471,P01160
D012878,P01160
D014555,P01160
D020257,P01160
D001281,P16860
D001930,P16860
D006332,P16860
D009202,P16860
D002311,P16860
D066126,P16860
D002318,P16860
D002543,P16860
D003324,P16860
D004195,P16860
D004417,P16860
D006330,P16860
D006331,P16860
D006333,P16860
D006973,P16860
D006976,P16860
D007008,P16860
D007022,P16860
D007249,P16860
D010146,P16860
D011183,P16860
D017180,P16860
D018487,P16860
D020257,P16860
D006130,P23582
D006948,P23582
D006332,P16066
D005355,P16066
D006333,P16066
D006973,P16066
D007674,P16066
D010146,P16066
D011471,Q60I31
D015430,Q60I31
D012559,Q8WTW4
D001008,P0C0P6
D019970,P0C0P6
D006948,P0C0P6
D001249,Q6W5P4
D006973,Q9UFM8
D017202,Q9UFM8
D013375,P47972
D000544,P01303
D000855,P01303
D001008,P01303
D001249,P01303
D002318,P01303
D002544,P01303
D019970,P01303
D003866,P01303
D004827,P01303
D006948,P01303
D006984,P01303
D008569,P01303
D009127,P01303
D019954,P01303
D010523,P01303
D012640,P01303
D019966,P01303
D013375,P01303
D015431,P01303
D019969,P25929
D001008,P25929
D003866,P25929
D009436,P25929
D009765,P25929
D011605,P25929
D019970,P49146
D004827,P49146
D013375,P49146
D009765,Q15761
D058186,Q3B792
D001249,Q3B792
D001943,Q3B792
D002289,Q3B792
D002779,Q3B792
D015179,Q3B792
D003921,Q3B792
D006463,Q3B792
D006470,Q3B792
D006943,Q3B792
D007674,Q3B792
D008107,Q3B792
D009101,Q3B792
D009369,Q3B792
D009374,Q3B792
D020258,Q3B792
D065626,Q3B792
D009765,Q3B792
D010300,Q3B792
D054198,Q3B792
D011471,Q3B792
D001749,Q3B792
D000380,Q5TD07
D001855,Q5TD07
D001943,Q5TD07
D008106,Q5TD07
D008569,Q5TD07
D009845,P51843
D006528,Q15466
D056486,Q15466
D003072,Q15466
D005234,Q15466
D008064,Q15466
D008106,Q15466
D009765,Q15466
D005234,P20393
D004715,Q96B66
D006528,Q6IBU6
D002779,Q6IBU6
D006529,Q6IBU6
D056486,Q13133
D002779,Q13133
D005234,Q13133
D050197,Q6IPQ7
D006528,Q6IPQ7
D056486,Q6IPQ7
D002779,Q6IPQ7
D004195,Q6IPQ7
D005119,Q6IPQ7
D005234,Q6IPQ7
D006529,Q6IPQ7
D007249,Q6IPQ7
D008107,Q6IPQ7
D008113,Q6IPQ7
D009336,Q6IPQ7
D065626,Q6IPQ7
D000230,Q9H4M8
D056486,Q9H4M8
D003920,Q9H4M8
D004938,Q9H4M8
D005234,Q9H4M8
D006529,Q9H4M8
D017674,Q9H4M8
D007247,Q9H4M8
D024821,Q9H4M8
D009765,Q9H4M8
D056486,Q6GZ88
D003920,Q6GZ88
D006529,Q6GZ88
D008113,Q6GZ88
D008114,Q6GZ88
D024821,Q6GZ88
D009765,Q6GZ88
D011230,Q6GZ88
D004715,P13056
D004715,Q6PHZ7
D001943,P10589
D056486,P24468
D004715,P24468
D007247,P24468
D001943,P10588
D004715,P10588
D001281,Q3MSN4
D001714,Q3MSN4
D019970,Q3MSN4
D003866,Q3MSN4
D064420,Q3MSN4
D004715,Q3MSN4
D006973,Q3MSN4
D007008,Q3MSN4
D019964,Q3MSN4
D009798,Q3MSN4
D011471,Q3MSN4
D011618,Q3MSN4
D012559,Q3MSN4
D002311,Q4W5E8
D004715,Q4W5E8
D006333,Q4W5E8
D009203,Q4W5E8
D018487,Q4W5E8
D003865,P22736
D004715,P22736
D007333,P22736
D007674,P22736
D017202,P22736
D010190,P22736
D011507,P22736
D015179,P43354
D012871,P43354
D001172,Q92570
D006937,Q92570
D007333,Q92570
D004715,Q5T6F7
D010051,Q5T6F7
D056486,Q9Y5V6
D050171,Q9Y5V6
D018149,Q9Y5V6
D006529,Q9Y5V6
D007247,Q9Y5V6
D065626,Q9Y5V6
D010190,Q9Y5V6
D001932,Q7Z6K4
D015179,Q5U091
D015470,Q5U091
D015473,Q5U091
D007964,Q5U091
D008223,Q5U091
D016393,Q5U091
D008545,Q5U091
D009374,Q5U091
D013163,Q5U091
D001321,Q75ML9
D001943,Q75ML9
D015179,Q75ML9
D019966,Q75ML9
D056486,Q16612
D005234,Q16612
D008106,Q16612
D019969,Q96IB3
D001943,Q96IB3
D066126,Q96IB3
D002471,Q96IB3
D006333,Q96IB3
D008106,Q96IB3
D008175,Q96IB3
D009069,Q96IB3
D009361,Q96IB3
D010146,Q96IB3
D012559,Q96IB3
D013276,Q96IB3
D012559,P56975
D012559,Q92686
D001943,P48552
D016889,P48552
D006333,P48552
D009203,P48552
D012559,P48552
D004715,Q9H2E1
D008107,Q9H2E1
D010190,Q9H2E1
D011471,Q9H2E1
D001321,Q96GU8
D012640,Q96GU8
D008106,Q86YC3
D001749,Q5VTS2
D000015,Q49A31
D001321,Q49A31
D019465,Q49A31
D012559,Q49A31
D019966,Q9Y4C0
D001321,Q96L73
D002277,Q6X4W1
D008106,Q6X4W1
D015674,Q6X4W1
D008325,Q6X4W1
D001943,Q8TEA1
D009362,Q8TEA1
D015179,Q8TCD5
D064420,Q5JUV6
D054198,Q5JUV6
D012008,Q5JUV6
D008545,Q9H2R1
D002471,Q96B60
D008106,Q96B60
D013274,Q96B60
D001321,P20783
D003929,P20783
D004830,P20783
D034381,P20783
D006930,P20783
D009410,P20783
D012559,P20783
D013226,P20783
D001321,P34130
D009410,P34130
D009410,P34130
D001714,Q5IEC7
D015179,Q5IEC7
D012559,Q5IEC7
D001714,Q96CW9
D012559,Q96CW9
D001714,P04629
D005910,P04629
D055370,P04629
D009437,P04629
D011618,P04629
D012559,P04629
D001321,Q8WXJ8
D001714,Q8WXJ8
D019970,Q8WXJ8
D002658,Q8WXJ8
D005910,Q8WXJ8
D006948,Q8WXJ8
D009765,Q8WXJ8
D013226,Q8WXJ8
D004715,Q96CY4
D005910,Q96CY4
D015470,Q96CY4
D013226,Q96CY4
D001919,Q6FH20
D002375,Q6FH20
D006948,Q6FH20
D009127,Q6FH20
D010146,P30989
D012559,P30989
D028361,Q8TB37
D013262,Q02818
D011471,Q2L696
D001281,Q9H1E3
D008113,Q8IVD9
D008106,Q96DE0
D001943,P0C025
D001943,P50583
D008113,P0C024
D006528,Q9BZD4
D015473,Q9UNL7
D015470,P35658
D054198,P35658
D000740,Q9HDC8
D015470,Q9HDC8
D009503,Q9HDC8
D056486,Q96E22
D003924,Q96E22
D004195,Q96E22
D005234,Q96E22
D018149,Q96E22
D006943,Q96E22
D007333,Q96E22
D008545,Q96E22
D015430,Q96E22
D006528,Q9BXS6
D015179,Q9BXS6
D015179,Q6DKJ4
D008106,P04181
D008113,P04181
D056486,Q9NX40
D058186,Q16625
D001943,Q16625
D002471,Q16625
D006504,Q16625
D009369,Q16625
D012164,Q16625
D013163,Q16625
D003110,P11926
D015179,P11926
D012878,P11926
D056486,Q02218
D006333,Q9ULD0
D000230,Q9HCR7
D001927,Q9HCR7
D002292,Q9HCR7
D003924,Q9HCR7
D006331,Q9HCR7
D006965,Q9HCR7
D008175,Q9HCR7
D008223,Q9HCR7
D019957,Q9HCR7
D009410,Q9HCR7
D009765,Q9HCR7
D047928,Q9HCR7
D011297,Q9HCR7
D049188,Q9HCR7
D011471,Q9HCR7
D011658,Q9HCR7
D012871,Q9HCR7
D009362,Q5TBF5
D006528,Q8WWZ8
D011471,Q9BWJ9
D004715,Q6UX06
D006528,Q5JTM7
D006528,Q68BL8
D008106,Q68BL8
D008106,Q9NRN5
D009202,P78380
D006333,P78380
D006973,P78380
D009203,P78380
D010051,Q6B0I4
D001281,Q0PJU0
D004827,P41143
D007024,P41143
D019966,P41143
D013375,P41143
D001145,P41145
D019970,P41145
D010146,P41145
D012640,P41145
D013375,P41145
D001145,Q6FGM5
D018476,Q6FGM5
D013375,Q6FGM5
D019969,Q71V90
D019970,Q71V90
D003248,Q71V90
D020820,Q71V90
D004827,Q71V90
D006501,Q71V90
D006556,Q71V90
D006930,Q71V90
D007024,Q71V90
D009069,Q71V90
D009325,Q71V90
D009437,Q71V90
D011537,Q71V90
D011605,Q71V90
D012131,Q71V90
D012640,Q71V90
D019966,Q71V90
D002292,Q8NGP0
D019966,Q8TCB6
D012871,Q8NH18
D001749,Q8NH09
D006973,Q96D31
D006528,Q9Y619
D005317,Q9Y619
D058186,P02763
D064420,P02763
D017093,P02763
D013262,P02763
D013262,P19652
D001249,Q9P0R7
D015430,Q96E43
D008106,Q9UJX0
D008106,P13725
D009362,P13725
D002289,Q99650
D004715,Q8N2R0
D001927,P00480
D003072,P00480
D022124,P00480
D008106,P00480
D009410,P00480
D003638,Q9HC10
D008106,Q9BWI9
D015431,Q5SZ59
D008106,Q9NUU6
D009410,P32243
D010024,P55809
D001008,P01178
D001321,P01178
D002277,P01178
D003110,P01178
D003128,P01178
D004211,P01178
D004487,P01178
D004830,P01178
D005313,P01178
D005483,P01178
D006261,P01178
D006948,P01178
D006973,P01178
D007010,P01178
D007022,P01178
D007249,P01178
D007511,P01178
D008325,P01178
D009122,P01178
D010146,P01178
D011141,P01178
D012640,P01178
D013035,P01178
D013651,P01178
D015430,P01178
D015431,P01178
D001321,P30559
D002289,P30559
D003072,P30559
D012559,P30559
D020258,Q6PIW1
D004827,Q32MC3
D006930,Q32MC3
D006930,P56373
D004827,Q99571
D004195,Q15G98
D015451,Q15G98
D008103,Q15G98
D009103,Q15G98
D013119,Q15G98
D013927,P47900
D006470,Q9H244
D008180,Q9H244
D009203,Q9H244
D013927,Q9H244
D054198,Q86VZ1
D010003,Q8IVL6
D056486,Q96C96
D017202,Q96C96
D010024,Q96C96
D011471,Q96C96
D013274,Q6PIN5
D001943,P11940
D002295,P11940
D001749,P11940
D004195,Q6IQ30
D001714,Q6VY07
D009765,Q6VY07
D019966,Q6VY07
D001172,Q6EVJ7
D002277,Q6EVJ7
D015674,Q6EVJ7
D008325,Q6EVJ7
D001943,Q5T6T6
D054198,Q9NWQ8
D012559,Q9NWQ8
D056486,Q8TEY0
D015179,Q6FID7
D001943,Q16512
D002292,Q16512
D009361,Q16512
D009374,Q16512
D011507,Q16512
D013964,Q16512
D001281,Q13177
D011507,Q13177
D012559,Q13177
D011471,Q9NQU5
D015430,Q9Y2D5
D001943,Q86YC2
D010190,Q86YC2
D011471,Q86YC2
D010190,Q8WX93
D015430,Q8WX93
D008106,Q9NP74
D001008,Q7KYY0
D003924,Q7KYY0
D012640,Q7KYY0
D006528,Q6UXH9
D006333,Q6UXH9
D017379,Q6UXH9
D008106,Q6UXH9
D056486,Q9HBH5
D002779,Q9HBH5
D009410,Q8TE04
D009410,Q6P1K9
D019636,Q6P1K9
D056486,Q96RD7
D017114,Q96RD7
D047508,Q96RD7
D020521,Q6QHF9
D054058,Q5QFB7
D003324,Q5QFB7
D004715,Q5QFB7
D007247,Q5QFB7
D009203,Q5QFB7
D011471,Q8N4S7
D008106,Q6ZVX9
D011471,Q5VWV2
D002471,Q6X2S8
D020964,Q6X2S8
D009374,Q6X2S8
D006528,Q99497
D056486,Q99497
D009410,Q99497
D010024,Q99497
D010300,Q99497
D020734,Q99497
D000505,Q6PJL0
D000740,Q6PJL0
D001249,Q6PJL0
D050197,Q6PJL0
D001930,Q6PJL0
D002545,Q6PJL0
D001943,Q6PJL0
D006528,Q6PJL0
D009202,Q6PJL0
D002471,Q6PJL0
D015179,Q6PJL0
D003872,Q6PJL0
D006505,Q6PJL0
D007249,Q6PJL0
D007674,Q6PJL0
D055370,Q6PJL0
D008545,Q6PJL0
D009101,Q6PJL0
D009765,Q6PJL0
D010195,Q6PJL0
D010243,Q6PJL0
D020734,Q6PJL0
D011014,Q6PJL0
D011471,Q6PJL0
D011654,Q6PJL0
D011658,Q6PJL0
D015427,Q6PJL0
D013119,Q6PJL0
D013262,Q6PJL0
D003110,Q9UKK3
D019966,Q9NVD7
D001321,Q9UEW8
D011471,Q8NI35
D019966,Q8NI35
D000230,Q96IZ0
D016889,Q96IZ0
D011471,Q96IZ0
D004715,Q6YFJ8
D005923,Q6YFJ8
D007676,Q6YFJ8
D019465,P23760
D003638,P23760
D009421,P23760
D009436,P23760
D012509,P23760
D003924,Q3KNR5
D008545,Q3KNR5
D054198,Q9BXX4
D001321,Q8IVH0
D002386,Q8IVH0
D019465,Q8IVH0
D003921,Q8IVH0
D003924,Q8IVH0
D008545,Q8IVH0
D009361,Q8IVH0
D009421,Q8IVH0
D009901,Q8IVH0
D011471,Q8IVH0
D013274,Q8IVH0
D015179,Q06710
D006528,Q96KB5
D011230,P30039
D002292,Q86U86
D002051,Q53YC7
D019966,Q53YC7
D019465,Q9BYU1
D001714,P11498
D002051,P11498
D056486,P11498
D008106,P11498
D004195,P61457
D001943,Q53SS8
D001321,Q14DV7
D000544,Q9BZA7
D011471,Q9BZA8
D003638,Q96QU1
D034381,Q96QU1
D019966,Q96QU1
D004827,Q8TAB3
D008545,Q9UN66
D001943,Q9Y5F9
D006528,P35558
D003921,P35558
D006333,P35558
D008106,P35558
D009765,P35558
D000860,Q712L8
D008106,Q712L8
D006528,Q15004
D012559,Q9UIS9
D000230,Q7Z6A3
D001932,Q7Z6A3
D003110,Q7Z6A3
D005923,Q7Z6A3
D007511,Q7Z6A3
D008175,Q7Z6A3
D009374,Q7Z6A3
D011565,Q7Z6A3
D008180,Q9H6A9
D056486,Q15113
D008103,Q15113
D019969,Q9UKZ9
D003110,P48539
D009765,P29120
D003921,P16519
D003924,P16519
D006345,Q5JSG7
D007674,Q5JSG7
D008171,Q5JSG7
D003324,Q8NBP7
D006937,Q8NBP7
D015430,Q584P1
D056486,P49585
D008175,Q15116
D008180,Q15116
D008545,Q15116
D009103,Q15116
D002471,Q5VZS7
D008175,Q5VZS7
D009361,Q5VZS7
D010003,Q8WUM4
D007859,Q01064
D019966,Q8TAE4
D001943,Q8IW54
D009203,Q14432
D020521,Q14432
D013927,Q14432
D001321,Q9HC31
D019969,Q07343
D001249,Q07343
D001321,Q07343
D001714,Q07343
D015470,Q07343
D017202,Q07343
D012559,Q07343
D012871,Q07343
D019969,Q08499
D001249,Q08499
D011471,Q08499
D009362,Q9P0K6
D004195,P35913
D019969,P51160
D003117,Q13956
D001480,Q3ZCW6
D004401,Q3ZCW6
D009127,Q3ZCW6
D019636,Q3ZCW6
D001943,Q9UGN0
D002277,Q9UGN0
D008106,Q9UGN0
D008171,Q9UGN0
D015674,Q9UGN0
D008325,Q9UGN0
D008654,Q9UGN0
D011658,Q9UGN0
D013964,Q9UGN0
D001480,P78450
D006528,P78450
D005355,P78450
D011658,P78450
D012164,P78450
D008654,Q9NRA1
D003324,Q9GZP0
D005355,Q9GZP0
D055370,Q9GZP0
D002972,P16234
D019465,P16234
D005313,P16234
D006333,P16234
D008106,P16234
D008171,P16234
D001480,P09619
D008106,P09619
D006528,Q15198
D015179,Q15198
D000140,Q9UNV7
D017202,Q9UNV7
D010003,Q9UNV7
D011471,Q9UNV7
D013274,Q9UNV7
D002292,P11177
D054058,P30101
D006528,P30101
D009369,P30101
D011471,P30101
D009202,Q15119
D006528,Q16654
D056486,Q16654
D003921,Q16654
D017202,Q16654
D065626,Q16654
D008175,P50479
D010024,P50479
D056486,Q96HC4
D017202,Q96HC4
D011471,Q9P0J1
D008113,Q9NUG6
D011471,Q96DB6
D003921,P52945
D003924,P52945
D010190,P52945
D002292,Q86XE2
D000647,Q2YEM6
D019969,Q2YEM6
D001919,Q2YEM6
D002779,Q2YEM6
D019970,Q2YEM6
D004409,Q2YEM6
D020820,Q2YEM6
D006930,Q2YEM6
D007022,Q2YEM6
D000860,Q2YEM6
D009069,Q2YEM6
D010146,Q2YEM6
D020734,Q2YEM6
D011537,Q2YEM6
D012120,Q2YEM6
D012131,Q2YEM6
D012640,Q2YEM6
D012678,Q2YEM6
D001943,Q5T2W1
D011471,Q5T2W1
D011471,Q13113
D008106,Q9UPQ7
D002277,P30086
D002292,P30086
D006333,P30086
D015674,P30086
D008325,P30086
D017202,P30086
D011230,P30086
D001321,P16284
D001327,P16284
D003324,P16284
D013921,P16284
D064420,Q53T26
D012871,Q53T26
D008103,Q71UY0
D065626,Q71UY0
D004409,Q3B7B1
D009422,Q3B7B1
D009293,Q3B7B1
D010146,Q3B7B1
D011471,Q3B7B1
D003924,P12955
D006529,P12955
D007239,P12955
D013163,P12955
D001321,Q9H2D0
D015464,Q9H2D0
D013375,Q9H2D0
D001943,Q8TAR6
D015464,Q8TAR6
D013375,Q8TAR6
D056486,Q29R61
D050171,Q29R61
D009765,Q29R61
D001327,P02776
D006967,P02776
D011014,P02776
D013921,P02776
D013927,P02776
D017202,Q9H178
D009765,Q9H178
D012871,Q9H178
D003921,Q96I60
D017202,Q96I60
D008106,Q5VSR5
D008106,P07737
D000230,Q6P6D7
D002277,Q6P6D7
D002289,Q6P6D7
D002294,Q6P6D7
D015674,Q6P6D7
D008325,Q6P6D7
D013274,Q6P6D7
D011471,P15259
D012559,Q96JS3
D002471,Q8N414
D006528,P52209
D008175,P53609
D006528,P00558
D002292,P00558
D056486,Q9H1D2
